AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,galaxyRedshift
PG1216+069,VCC0340,x,"('184.83708', '6.64389')","(184.84219, 5.91047)",5.959349740197275e-224,14.338533118616583,324.9954644904329,x,1802.6,100.40000000000009,25.388484,x,6.7,2.7,66.4,160.0,20.4,20.4,VCC340,.......,51.9,-99,BCD or merger  HII,0.00502
PG1216+069,VCC0329,x,"('184.83708', '6.64389')","(184.80745, 5.98591)",0.0,11.154837238058697,310.801101623422,x,1919.6,-16.59999999999991,27.03696335,x,5.6,2.5,63.9,x,x,x,VCC329,.I?....,64.1,-99,I?,0.00541
PG1216+069,VCC0321,x,"('184.83708', '6.64389')","(184.77479, 5.73894)",0.0,4.226892899613166,339.9178119044026,x,1524.5,378.5,21.47125882,x,2.8,1.1,66.4,x,x,x,0,x,x,x,dE6,0.004093
PG1216+069,VCC0274,x,"('184.83708', '6.64389')","(184.54597, 5.93236)",0.0,11.434700604767436,364.7118672672109,x,1931.5,-28.5,27.20481055,x,5.7,2.3,66.2,x,x,x,0,x,x,x,BCD?,0.00545
PG1216+069,SDSSJ122048.92+055854.4,x,"('184.83708', '6.64389')","(185.20388, 5.98178)",0.0,9.518269693579391,389.7558389143344,x,2097.7,-194.69999999999982,29.54484781,x,5.0,2.5,60.0,61.0,32.2,32.2,0,x,x,x,x,0.006003
PG1216+069,SDSSJ122030.92+063823.7,x,"('184.83708', '6.64389')","(185.12886, 6.63994)",0.0,4.226892899613166,127.82914046790167,x,1794.1,108.90000000000009,25.26860606,x,2.8,1.7,52.4,110.0,20.8,20.8,0,x,x,x,x,0.004991
PG1216+069,SDSSJ121913.80+055913.0,x,"('184.83708', '6.64389')","(184.8075, 5.98694)",0.0,5.095771783084765,308.69806740500815,x,1909.6,-6.599999999999909,26.8961276,x,3.2,3.1,18.2,87.0,89.6,89.6,VCC329,.I?....,64.1,-99,x,0.005378
PG1216+069,SDSSJ121807.19+055549.9,x,"('184.83708', '6.64389')","(184.53, 5.93055)",0.0,12.000319702118766,416.47126882525407,x,2183.5,-280.5,30.75404531,x,5.9,2.3,66.4,112.0,44.8,44.8,0,x,x,x,x,0.006291
PG1216+069,IC3267,x,"('184.83708', '6.64389')","(186.02303, 7.04128)",0.0,16.167840055856235,467.2190758154645,x,1529.4,373.5999999999999,21.54069846,x,7.3,6.8,21.3,x,x,x,IC3267,.SAS6..,12.2,-99,SA(s)cd        HII,0.004106
PG1216+069,IC3229,x,"('184.83708', '6.64389')","(185.72, 6.67987)",0.0,7.209371401184607,396.59545038837626,x,1838.2,64.79999999999995,25.88964703,x,4.1,2.6,50.2,20.0,72.3,72.3,IC3229,.S..4..,74.0,47.0,Sbc,0.005137
PG1216+069,[DS96]1218+0615,x,"('184.83708', '6.64389')","(185.20383, 5.98175)",-99,-99,381.9532821231195,x,2055.7,-152.69999999999982,28.95329815,x,x,x,x,x,x,x,0,x,x,x,x,0.005864
