Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
UGC09292,14:29:10.7,+02:17:13.2,2000.0

Beginning of Night,East Track Start (UGC09292),East Track End (UGC09292),East Track Length (UGC09292),West Track Start (UGC09292),West Track End (UGC09292),West Track Length (UGC09292),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-05-28,18:47:01,22:31:52,13491,n/a,n/a,0,21:52,11:03,55.7,15:40,17:06,04:01,05:28
2016-05-29,18:43:05,22:27:57,13491,n/a,n/a,0,22:54,11:42,44.6,15:40,17:06,04:02,05:28
2016-05-30,18:39:09,22:24:01,13491,n/a,n/a,0,23:57,n/a,33.6,15:39,17:06,04:02,05:29
2016-05-31,18:35:13,22:20:05,13491,n/a,n/a,0,01:02,12:22,23.1,15:39,17:06,04:03,05:29
2016-06-01,18:31:17,22:16:09,13491,n/a,n/a,0,02:09,13:03,13.9,15:39,17:06,04:03,05:30
2016-06-02,18:27:21,22:12:13,13491,n/a,n/a,0,03:17,13:46,6.7,15:38,17:06,04:03,05:31
2016-06-03,18:23:25,22:08:17,13491,n/a,n/a,0,04:25,14:33,2.0,15:38,17:05,04:04,05:31
2016-06-04,18:19:29,22:04:21,13491,n/a,n/a,0,05:31,15:25,0.2,15:38,17:05,04:04,05:32
2016-06-05,18:15:34,22:00:25,13491,n/a,n/a,0,06:33,16:20,1.3,15:38,17:05,04:05,05:32
2016-06-06,18:11:38,21:56:29,13491,n/a,n/a,0,07:30,17:19,5.0,15:38,17:05,04:05,05:33
2016-06-07,18:07:42,21:52:33,13491,n/a,n/a,0,08:21,18:19,11.0,15:38,17:05,04:06,05:33
2016-06-08,18:03:46,21:48:37,13491,n/a,n/a,0,09:05,19:19,18.7,15:38,17:05,04:06,05:33
2016-06-09,17:59:50,21:44:41,13491,n/a,n/a,0,09:46,20:18,27.5,15:38,17:05,04:06,05:34
2016-06-10,17:55:54,21:40:46,13491,n/a,n/a,0,10:22,21:16,37.0,15:38,17:05,04:07,05:34
2016-06-11,17:51:58,21:36:50,13491,n/a,n/a,0,10:56,22:11,46.8,15:38,17:05,04:07,05:35
2016-06-12,17:48:02,21:32:54,13491,n/a,n/a,0,11:29,23:05,56.5,15:38,17:05,04:07,05:35
2016-06-13,17:44:06,21:28:58,13491,n/a,n/a,0,n/a,23:58,65.8,15:38,17:05,04:08,05:35
2016-06-14,17:40:10,21:25:02,13491,n/a,n/a,0,12:01,00:50,74.4,15:38,17:05,04:08,05:36
2016-06-15,17:36:14,21:21:06,13491,n/a,n/a,0,12:34,01:43,82.1,15:38,17:06,04:08,05:36
2016-06-16,17:32:19,21:17:10,13491,n/a,n/a,0,13:09,02:36,88.8,15:38,17:06,04:09,05:36
2016-06-17,17:28:23,21:13:14,13491,n/a,n/a,0,13:46,03:29,94.0,15:38,17:06,04:09,05:37
2016-06-18,17:24:27,21:09:18,13491,n/a,n/a,0,14:27,04:22,97.7,15:38,17:06,04:09,05:37
2016-06-19,17:20:31,21:05:22,13491,n/a,n/a,0,15:11,05:15,99.6,15:38,17:06,04:09,05:37
2016-06-20,17:16:35,21:01:26,13491,n/a,n/a,0,15:59,06:06,99.5,15:39,17:06,04:10,05:37
2016-06-21,17:12:39,20:57:31,13491,n/a,n/a,0,16:52,06:54,97.4,15:39,17:07,04:10,05:38
2016-06-22,17:08:43,20:53:35,13491,n/a,n/a,0,17:48,07:40,93.2,15:39,17:07,04:10,05:38
2016-06-23,17:04:47,20:49:39,13491,n/a,n/a,0,18:46,08:23,87.0,15:39,17:07,04:10,05:38
2016-06-24,17:00:51,20:45:43,13491,n/a,n/a,0,19:46,09:04,79.0,15:40,17:07,04:10,05:38
2016-06-25,16:56:55,20:41:47,13491,n/a,n/a,0,20:47,09:44,69.4,15:40,17:08,04:10,05:38
2016-06-26,16:52:59,20:37:51,13491,n/a,n/a,0,21:49,10:22,58.7,15:40,17:08,04:11,05:38
2016-06-27,16:49:04,20:33:55,13491,n/a,n/a,0,22:52,11:02,47.4,15:41,17:08,04:11,05:38
2016-06-28,16:45:08,20:29:59,13491,n/a,n/a,0,23:57,11:43,36.1,15:41,17:09,04:11,05:38
2016-06-29,16:41:12,20:26:03,13491,n/a,n/a,0,01:02,n/a,25.4,15:41,17:09,04:11,05:38
2016-06-30,16:37:16,20:22:07,13491,n/a,n/a,0,02:08,12:26,15.9,15:42,17:09,04:11,05:38
2016-07-01,16:33:20,20:18:11,13491,n/a,n/a,0,03:13,13:14,8.3,15:42,17:10,04:11,05:38
2016-07-02,16:29:24,20:14:16,13491,n/a,n/a,0,04:16,14:06,3.1,15:43,17:10,04:11,05:38
2016-07-03,16:25:28,20:10:20,13491,n/a,n/a,0,05:15,15:02,0.5,15:43,17:10,04:11,05:38
2016-07-04,16:21:32,20:06:24,13491,n/a,n/a,0,06:09,16:02,0.5,15:43,17:11,04:11,05:38
2016-07-05,16:17:36,20:02:28,13491,n/a,n/a,0,06:57,17:02,3.1,15:44,17:11,04:11,05:38
2016-07-06,16:13:40,19:58:32,13491,n/a,n/a,0,07:40,18:03,7.8,15:44,17:12,04:11,05:38
2016-07-07,16:09:44,19:54:36,13491,n/a,n/a,0,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,16:05:48,19:50:40,13491,n/a,n/a,0,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,16:01:53,19:46:44,13491,n/a,n/a,0,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,15:57:57,19:42:48,13491,n/a,n/a,0,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,15:54:01,19:38:52,13491,n/a,n/a,0,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,15:50:05,19:34:56,13491,n/a,n/a,0,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,15:48:33,19:31:01,13347,n/a,n/a,0,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,15:49:07,19:27:05,13077,n/a,n/a,0,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,15:49:41,19:23:09,12807,n/a,n/a,0,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,15:50:16,19:19:13,12536,n/a,n/a,0,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,15:50:52,19:15:17,12265,n/a,n/a,0,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,15:51:28,19:11:21,11993,n/a,n/a,0,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,15:52:04,19:07:25,11721,n/a,n/a,0,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,15:52:41,19:03:29,11448,n/a,n/a,0,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,15:53:18,18:59:33,11175,n/a,n/a,0,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,15:53:55,18:55:37,10902,n/a,n/a,0,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,15:54:33,18:51:41,10628,n/a,n/a,0,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,15:55:11,18:47:46,10354,n/a,n/a,0,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,15:55:49,18:43:50,10080,n/a,n/a,0,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,15:56:27,18:39:54,9806,n/a,n/a,0,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,15:57:06,18:35:58,9532,n/a,n/a,0,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-07-28,15:57:44,18:32:02,9257,n/a,n/a,0,01:02,11:59,27.4,15:57,17:22,04:03,05:28
2016-07-29,15:58:23,18:28:06,8982,n/a,n/a,0,02:05,n/a,17.9,15:58,17:23,04:02,05:27
2016-07-30,15:59:02,18:24:10,8707,n/a,n/a,0,03:04,12:52,10.0,15:59,17:23,04:02,05:26
2016-07-31,15:59:41,18:20:14,8433,n/a,n/a,0,03:59,13:49,4.3,15:59,17:24,04:01,05:26
2016-08-01,16:00:20,18:16:18,8157,n/a,n/a,0,04:49,14:48,1.0,16:00,17:24,04:01,05:25
2016-08-02,16:01:00,18:12:22,7882,n/a,n/a,0,05:34,15:48,0.1,16:01,17:25,04:00,05:24
2016-08-03,16:01:39,18:08:26,7607,n/a,n/a,0,06:15,16:48,1.5,16:01,17:25,03:59,05:23
2016-08-04,16:02:18,18:04:31,7332,n/a,n/a,0,06:52,17:46,5.0,16:02,17:26,03:58,05:22
2016-08-05,16:02:57,18:00:35,7057,n/a,n/a,0,07:27,18:43,10.3,16:02,17:26,03:58,05:21
2016-08-06,16:03:37,17:56:39,6782,n/a,n/a,0,08:01,19:38,17.1,16:03,17:27,03:57,05:21
2016-08-07,16:04:16,17:52:43,6506,n/a,n/a,0,08:34,20:32,25.0,16:04,17:27,03:56,05:20
2016-08-08,16:04:55,17:48:47,6231,n/a,n/a,0,09:07,21:25,33.7,16:04,17:28,03:55,05:19
2016-08-09,16:05:35,17:44:51,5956,n/a,n/a,0,09:42,22:17,42.9,16:05,17:29,03:54,05:18
2016-08-10,16:06:14,17:40:55,5681,n/a,n/a,0,10:19,23:10,52.4,16:06,17:29,03:54,05:17
2016-08-11,16:06:53,17:36:59,5406,n/a,n/a,0,11:00,00:03,61.8,16:06,17:30,03:53,05:16
2016-08-12,16:07:32,17:33:03,5131,n/a,n/a,0,11:44,00:55,71.0,16:07,17:30,03:52,05:15
2016-08-13,16:08:11,17:29:07,4856,n/a,n/a,0,n/a,01:47,79.5,16:08,17:31,03:51,05:14
2016-08-14,16:08:50,17:25:11,4581,n/a,n/a,0,12:33,02:38,87.0,16:08,17:31,03:50,05:13
2016-08-15,16:09:29,17:21:16,4306,n/a,n/a,0,13:26,03:28,93.2,16:09,17:32,03:49,05:12
2016-08-16,16:10:07,17:17:20,4032,n/a,n/a,0,14:23,04:14,97.6,16:10,17:32,03:48,05:11
2016-08-17,16:10:46,17:13:24,3757,n/a,n/a,0,15:24,04:59,99.8,16:10,17:33,03:47,05:10
2016-08-18,16:11:25,17:09:28,3483,n/a,n/a,0,16:27,05:41,99.5,16:11,17:33,03:46,05:08
2016-08-19,16:12:03,17:05:32,3208,n/a,n/a,0,17:31,06:22,96.7,16:12,17:34,03:45,05:07
2016-08-20,16:12:41,17:01:36,2934,n/a,n/a,0,18:36,07:03,91.3,16:12,17:35,03:44,05:06
2016-08-21,16:13:20,16:57:40,2660,n/a,n/a,0,19:41,07:43,83.6,16:13,17:35,03:43,05:05
2016-08-22,16:13:58,16:53:44,2386,n/a,n/a,0,20:46,08:25,74.0,16:13,17:36,03:42,05:04
2016-08-23,16:14:36,16:49:48,2112,n/a,n/a,0,21:51,09:10,63.3,16:14,17:36,03:41,05:03
2016-08-24,16:15:14,16:45:52,1838,n/a,n/a,0,22:56,09:57,51.9,16:15,17:37,03:40,05:02
2016-08-25,16:15:52,16:41:56,1564,n/a,n/a,0,23:58,10:48,40.5,16:15,17:37,03:38,05:00
2016-08-26,16:16:29,16:38:01,1291,n/a,n/a,0,00:58,11:43,29.8,16:16,17:38,03:37,04:59
2016-08-27,16:17:07,16:34:05,1017,n/a,n/a,0,01:53,n/a,20.2,16:17,17:38,03:36,04:58
2016-08-28,16:17:45,16:30:09,744,n/a,n/a,0,02:44,12:40,12.2,16:17,17:39,03:35,04:57
2016-08-29,16:18:22,16:26:13,470,n/a,n/a,0,03:30,13:38,6.1,16:18,17:40,03:34,04:55
2016-08-30,16:18:59,16:22:17,197,n/a,n/a,0,04:12,14:37,2.0,16:18,17:40,03:33,04:54
