Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
UGC04239,08:07:58.1,+05:12:24.0,2000.0

Beginning of Night,East Track Start (UGC04239),East Track End (UGC04239),East Track Length (UGC04239),West Track Start (UGC04239),West Track End (UGC04239),West Track Length (UGC04239),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-05-18,15:44:55,16:32:39,2864,n/a,n/a,0,14:00,02:57,92.5,15:44,17:10,03:56,05:21
2016-05-19,15:44:21,16:28:43,2662,n/a,n/a,0,14:33,03:49,96.7,15:44,17:09,03:56,05:22
2016-05-20,15:43:48,16:24:48,2459,n/a,n/a,0,15:09,04:42,99.1,15:43,17:09,03:57,05:23
2016-05-21,15:43:17,16:20:52,2254,n/a,n/a,0,15:47,05:35,99.8,15:43,17:09,03:58,05:23
2016-05-22,15:42:48,16:16:56,2048,n/a,n/a,0,16:29,06:28,98.6,15:42,17:08,03:58,05:24
2016-05-23,15:42:20,16:13:00,1840,n/a,n/a,0,17:15,07:19,95.6,15:42,17:08,03:59,05:25
2016-05-24,15:41:53,16:09:04,1631,n/a,n/a,0,18:04,08:09,90.7,15:41,17:07,03:59,05:25
2016-05-25,15:41:28,16:05:08,1420,n/a,n/a,0,18:57,08:56,84.0,15:41,17:07,04:00,05:26
2016-05-26,15:41:04,16:01:12,1208,n/a,n/a,0,19:53,09:40,75.8,15:41,17:07,04:00,05:27
2016-05-27,15:40:42,15:57:16,994,n/a,n/a,0,20:52,10:22,66.3,15:40,17:07,04:01,05:27
2016-05-28,15:40:21,15:53:20,779,n/a,n/a,0,21:52,11:03,55.7,15:40,17:06,04:01,05:28
2016-05-29,15:40:02,15:49:24,562,n/a,n/a,0,22:54,11:42,44.6,15:40,17:06,04:02,05:28
2016-05-30,15:39:44,15:45:28,344,n/a,n/a,0,23:57,n/a,33.6,15:39,17:06,04:02,05:29
2016-05-31,15:39:27,15:41:33,125,n/a,n/a,0,01:02,12:22,23.1,15:39,17:06,04:03,05:29
2016-10-06,04:05:25,04:06:11,46,n/a,n/a,0,08:17,21:30,29.4,16:42,18:06,02:42,04:06
2016-10-07,04:01:29,04:04:56,206,n/a,n/a,0,09:04,22:20,38.5,16:43,18:07,02:41,04:04
2016-10-08,03:57:33,04:03:40,366,n/a,n/a,0,09:56,23:09,48.2,16:43,18:07,02:39,04:03
2016-10-09,03:53:37,04:02:25,527,n/a,n/a,0,10:51,23:56,58.3,16:44,18:08,02:38,04:02
2016-10-10,03:49:42,04:01:11,689,n/a,n/a,0,11:50,00:41,68.3,16:45,18:09,02:36,04:01
2016-10-11,03:45:46,03:59:57,851,n/a,n/a,0,n/a,01:24,77.8,16:46,18:10,02:35,03:59
2016-10-12,03:41:50,03:58:45,1014,n/a,n/a,0,12:51,02:06,86.3,16:46,18:11,02:34,03:58
2016-10-13,03:37:54,03:57:32,1178,n/a,n/a,0,13:55,02:47,93.2,16:47,18:12,02:32,03:57
2016-10-14,03:33:58,03:56:21,1342,n/a,n/a,0,15:01,03:28,97.9,16:48,18:13,02:31,03:56
2016-10-15,03:30:02,03:55:10,1507,n/a,n/a,0,16:09,04:11,99.9,16:49,18:14,02:29,03:55
2016-10-16,03:26:06,03:54:00,1673,n/a,n/a,0,17:18,04:56,98.9,16:49,18:15,02:28,03:54
2016-10-17,03:22:10,03:52:50,1840,n/a,n/a,0,18:28,05:44,94.9,16:50,18:16,02:27,03:52
2016-10-18,03:18:14,03:51:42,2007,n/a,n/a,0,19:36,06:35,88.3,16:51,18:17,02:25,03:51
2016-10-19,03:14:18,03:50:34,2175,n/a,n/a,0,20:42,07:30,79.6,16:52,18:18,02:24,03:50
2016-10-20,03:10:23,03:49:27,2344,n/a,n/a,0,21:43,08:28,69.6,16:52,18:19,02:23,03:49
2016-10-21,03:06:27,03:48:22,2514,n/a,n/a,0,22:38,09:27,58.8,16:53,18:20,02:21,03:48
2016-10-22,03:02:31,03:47:17,2685,n/a,n/a,0,23:28,10:26,48.0,16:54,18:21,02:20,03:47
2016-10-23,02:58:35,03:46:13,2857,n/a,n/a,0,00:12,11:24,37.6,16:55,18:22,02:19,03:46
2016-10-24,02:54:39,03:45:10,3030,n/a,n/a,0,00:51,n/a,28.0,16:56,18:23,02:17,03:45
2016-10-25,02:50:43,03:44:08,3204,n/a,n/a,0,01:28,12:20,19.5,16:56,18:24,02:16,03:44
2016-10-26,02:46:47,03:43:07,3380,n/a,n/a,0,02:02,13:16,12.3,16:57,18:25,02:15,03:43
2016-10-27,02:42:51,03:42:07,3556,n/a,n/a,0,02:35,14:10,6.7,16:58,18:26,02:13,03:42
2016-10-28,02:38:55,03:41:09,3733,n/a,n/a,0,03:07,15:03,2.8,16:59,18:27,02:12,03:41
2016-10-29,02:34:59,03:40:11,3912,n/a,n/a,0,03:41,15:56,0.6,17:00,18:29,02:11,03:40
2016-10-30,02:31:03,03:39:15,4091,n/a,n/a,0,04:15,16:49,0.2,17:01,18:30,02:10,03:39
2016-10-31,02:27:08,03:38:20,4272,n/a,n/a,0,04:52,17:42,1.6,17:01,18:31,02:09,03:38
2016-11-01,02:23:12,03:37:26,4454,n/a,n/a,0,05:31,18:34,4.7,17:02,18:32,02:07,03:37
2016-11-02,02:19:16,03:36:34,4638,n/a,n/a,0,06:14,19:26,9.5,17:03,18:33,02:06,03:36
2016-11-03,02:15:20,03:35:43,4822,n/a,n/a,0,07:00,20:16,15.7,17:04,18:34,02:05,03:35
2016-11-04,02:11:24,03:34:53,5009,n/a,n/a,0,07:49,21:05,23.3,17:05,18:35,02:04,03:34
2016-11-05,02:07:28,03:34:04,5196,n/a,n/a,0,08:42,21:52,32.1,17:06,18:37,02:03,03:34
2016-11-06,02:03:32,03:33:17,5385,n/a,n/a,0,09:38,22:37,41.7,17:07,18:38,02:02,03:33
2016-11-07,01:59:36,03:32:32,5575,n/a,n/a,0,10:36,23:19,51.9,17:08,18:39,02:01,03:32
2016-11-08,01:55:40,03:31:48,5767,n/a,n/a,0,11:37,00:00,62.4,17:09,18:40,02:00,03:31
2016-11-09,01:51:44,03:31:05,5960,n/a,n/a,0,n/a,00:39,72.7,17:09,18:41,01:59,03:31
2016-11-10,01:47:48,03:30:24,6155,n/a,n/a,0,12:39,01:19,82.2,17:10,18:43,01:58,03:30
2016-11-11,01:43:53,03:29:44,6351,n/a,n/a,0,13:45,02:00,90.2,17:11,18:44,01:57,03:29
2016-11-12,01:39:57,03:29:06,6549,n/a,n/a,0,14:52,02:42,96.1,17:12,18:45,01:56,03:29
2016-11-13,01:36:01,03:28:29,6748,n/a,n/a,0,16:02,03:29,99.3,17:13,18:46,01:55,03:28
2016-11-14,01:32:05,03:27:54,6949,n/a,n/a,0,17:12,04:19,99.5,17:14,18:48,01:54,03:27
2016-11-15,01:28:09,03:27:21,7152,n/a,n/a,0,18:21,05:14,96.7,17:15,18:49,01:53,03:27
2016-11-16,01:24:13,03:26:49,7356,n/a,n/a,0,19:27,06:12,91.2,17:16,18:50,01:52,03:26
2016-11-17,01:20:17,03:26:19,7562,n/a,n/a,0,20:27,07:13,83.5,17:17,18:51,01:51,03:26
2016-11-18,01:16:21,03:25:51,7769,n/a,n/a,0,21:22,08:15,74.3,17:18,18:53,01:50,03:25
2016-11-19,01:12:25,03:25:24,7979,n/a,n/a,0,22:09,09:15,64.2,17:19,18:54,01:50,03:25
2016-11-20,01:08:29,03:25:00,8190,n/a,n/a,0,22:51,10:14,53.8,17:19,18:55,01:49,03:25
2016-11-21,01:04:33,03:24:36,8402,n/a,n/a,0,23:29,11:10,43.6,17:20,18:56,01:48,03:24
2016-11-22,01:00:38,03:24:15,8617,n/a,n/a,0,00:04,n/a,33.9,17:21,18:57,01:48,03:24
2016-11-23,00:56:42,03:23:56,8833,n/a,n/a,0,00:38,12:05,25.1,17:22,18:59,01:47,03:23
2016-11-24,00:52:46,03:23:38,9052,n/a,n/a,0,01:10,12:59,17.3,17:23,19:00,01:46,03:23
2016-11-25,00:48:50,03:23:22,9271,n/a,n/a,0,01:43,13:52,10.8,17:24,19:01,01:46,03:23
2016-11-26,00:44:54,03:23:08,9493,n/a,n/a,0,02:16,14:44,5.7,17:25,19:02,01:45,03:23
2016-11-27,00:40:58,03:22:55,9717,n/a,n/a,0,02:52,15:37,2.2,17:26,19:03,01:45,03:22
2016-11-28,00:37:02,03:22:45,9942,n/a,n/a,0,03:30,16:30,0.4,17:27,19:04,01:44,03:22
2016-11-29,00:33:06,03:22:36,10170,n/a,n/a,0,04:12,17:22,0.4,17:27,19:06,01:44,03:22
2016-11-30,00:29:10,03:22:29,10399,n/a,n/a,0,04:57,18:13,2.2,17:28,19:07,01:44,03:22
2016-12-01,00:25:14,03:22:25,10630,n/a,n/a,0,05:45,19:03,5.8,17:29,19:08,01:43,03:22
2016-12-02,00:21:18,03:22:21,10863,n/a,n/a,0,06:37,19:51,11.1,17:30,19:09,01:43,03:22
2016-12-03,00:17:23,03:22:20,11097,n/a,n/a,0,07:31,20:36,17.9,17:31,19:10,01:43,03:22
2016-12-04,00:13:27,03:22:21,11334,n/a,n/a,0,08:28,21:19,26.2,17:32,19:11,01:43,03:22
2016-12-05,00:09:31,03:18:26,11335,n/a,n/a,0,09:26,21:59,35.7,17:32,19:12,01:42,03:22
2016-12-06,00:05:35,03:14:30,11335,n/a,n/a,0,10:26,22:38,46.1,17:33,19:13,01:42,03:22
2016-12-07,00:01:39,03:10:34,11335,n/a,n/a,0,11:28,23:16,56.9,17:34,19:14,01:42,03:22
2016-12-08,23:57:43,03:06:38,11335,n/a,n/a,0,n/a,23:54,67.7,17:35,19:15,01:42,03:22
2016-12-09,23:53:47,03:02:42,11335,n/a,n/a,0,12:32,00:34,77.9,17:36,19:16,01:42,03:22
2016-12-10,23:49:51,02:58:46,11335,n/a,n/a,0,13:38,01:17,86.9,17:36,19:17,01:42,03:23
2016-12-11,23:45:55,02:54:50,11335,n/a,n/a,0,14:46,02:03,93.8,17:37,19:17,01:42,03:23
2016-12-12,23:41:59,02:50:54,11335,n/a,n/a,0,15:55,02:55,98.3,17:38,19:18,01:42,03:23
2016-12-13,23:38:03,02:46:59,11335,n/a,n/a,0,17:03,03:51,99.8,17:38,19:19,01:43,03:23
2016-12-14,23:34:08,02:43:03,11335,n/a,n/a,0,18:08,04:52,98.4,17:39,19:20,01:43,03:24
2016-12-15,23:30:12,02:39:07,11335,n/a,n/a,0,19:07,05:55,94.2,17:40,19:21,01:43,03:24
2016-12-16,23:26:16,02:35:11,11335,n/a,n/a,0,20:00,06:58,87.8,17:40,19:21,01:43,03:24
2016-12-17,23:22:20,02:31:15,11335,n/a,n/a,0,20:46,08:00,79.8,17:41,19:22,01:44,03:25
2016-12-18,23:18:24,02:27:19,11335,n/a,n/a,0,21:27,09:00,70.6,17:41,19:22,01:44,03:25
2016-12-19,23:14:28,02:23:23,11335,n/a,n/a,0,22:05,09:57,60.8,17:42,19:23,01:45,03:26
2016-12-20,23:10:32,02:19:27,11335,n/a,n/a,0,22:39,10:52,50.9,17:42,19:24,01:45,03:26
2016-12-21,23:06:36,02:15:31,11335,n/a,n/a,0,23:12,11:46,41.2,17:43,19:24,01:45,03:27
2016-12-22,23:02:40,02:11:35,11335,n/a,n/a,0,23:45,n/a,32.1,17:43,19:25,01:46,03:27
2016-12-23,22:58:44,02:07:39,11335,n/a,n/a,0,00:18,12:38,23.6,17:44,19:25,01:47,03:28
2016-12-24,22:54:48,02:03:44,11335,n/a,n/a,0,00:52,13:31,16.2,17:44,19:25,01:47,03:28
2016-12-25,22:50:52,01:59:48,11335,n/a,n/a,0,01:30,14:24,9.9,17:45,19:26,01:48,03:29
2016-12-26,22:46:57,01:55:52,11335,n/a,n/a,0,02:10,15:16,5.0,17:45,19:26,01:49,03:29
2016-12-27,22:43:01,01:51:56,11335,n/a,n/a,0,02:54,16:08,1.7,17:45,19:26,01:49,03:30
2016-12-28,22:39:05,01:48:00,11335,n/a,n/a,0,03:41,16:59,0.2,17:46,19:26,01:50,03:31
2016-12-29,22:35:09,01:44:04,11335,n/a,n/a,0,04:32,17:49,0.6,17:46,19:27,01:51,03:31
2016-12-30,22:31:13,01:40:08,11335,n/a,n/a,0,05:27,18:35,2.9,17:46,19:27,01:52,03:32
