Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC7531,23:14:48.5,-43:35:59.8,2000.0

Beginning of Night,East Track Start (NGC7531),East Track End (NGC7531),East Track Length (NGC7531),West Track Start (NGC7531),West Track End (NGC7531),West Track Length (NGC7531),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-06-08,01:02:14,02:13:49,4294,n/a,n/a,0,09:05,19:19,18.7,15:38,17:05,04:06,05:33
2016-06-09,00:58:18,02:09:53,4294,n/a,n/a,0,09:46,20:18,27.5,15:38,17:05,04:06,05:34
2016-06-10,00:54:23,02:05:57,4294,n/a,n/a,0,10:22,21:16,37.0,15:38,17:05,04:07,05:34
2016-06-11,00:50:27,02:02:01,4294,n/a,n/a,0,10:56,22:11,46.8,15:38,17:05,04:07,05:35
2016-06-12,00:46:31,01:58:05,4294,n/a,n/a,0,11:29,23:05,56.5,15:38,17:05,04:07,05:35
2016-06-13,00:42:35,01:54:09,4294,n/a,n/a,0,n/a,23:58,65.8,15:38,17:05,04:08,05:35
2016-06-14,00:38:39,01:50:13,4294,n/a,n/a,0,12:01,00:50,74.4,15:38,17:05,04:08,05:36
2016-06-15,00:34:43,01:46:17,4294,n/a,n/a,0,12:34,01:43,82.1,15:38,17:06,04:08,05:36
2016-06-16,00:30:47,01:42:22,4294,n/a,n/a,0,13:09,02:36,88.8,15:38,17:06,04:09,05:36
2016-06-17,00:26:51,01:38:26,4294,n/a,n/a,0,13:46,03:29,94.0,15:38,17:06,04:09,05:37
2016-06-18,00:22:55,01:34:30,4294,n/a,n/a,0,14:27,04:22,97.7,15:38,17:06,04:09,05:37
2016-06-19,00:18:59,01:30:34,4294,n/a,n/a,0,15:11,05:15,99.6,15:38,17:06,04:09,05:37
2016-06-20,00:15:03,01:26:38,4294,n/a,n/a,0,15:59,06:06,99.5,15:39,17:06,04:10,05:37
2016-06-21,00:11:08,01:22:42,4294,n/a,n/a,0,16:52,06:54,97.4,15:39,17:07,04:10,05:38
2016-06-22,00:07:12,01:18:46,4294,n/a,n/a,0,17:48,07:40,93.2,15:39,17:07,04:10,05:38
2016-06-23,00:03:16,01:14:50,4294,n/a,n/a,0,18:46,08:23,87.0,15:39,17:07,04:10,05:38
2016-06-24,23:59:20,01:10:54,4294,n/a,n/a,0,19:46,09:04,79.0,15:40,17:07,04:10,05:38
2016-06-25,23:55:24,01:06:58,4294,n/a,n/a,0,20:47,09:44,69.4,15:40,17:08,04:10,05:38
2016-06-26,23:51:28,01:03:02,4294,n/a,n/a,0,21:49,10:22,58.7,15:40,17:08,04:11,05:38
2016-06-27,23:47:32,00:59:06,4294,n/a,n/a,0,22:52,11:02,47.4,15:41,17:08,04:11,05:38
2016-06-28,23:43:36,00:55:11,4294,n/a,n/a,0,23:57,11:43,36.1,15:41,17:09,04:11,05:38
2016-06-29,23:39:40,00:51:15,4294,n/a,n/a,0,01:02,n/a,25.4,15:41,17:09,04:11,05:38
2016-06-30,23:35:44,00:47:19,4294,n/a,n/a,0,02:08,12:26,15.9,15:42,17:09,04:11,05:38
2016-07-01,23:31:48,00:43:23,4294,05:36:48,05:38:51,123,03:13,13:14,8.3,15:42,17:10,04:11,05:38
2016-07-02,23:27:53,00:39:27,4294,05:32:52,05:38:48,356,04:16,14:06,3.1,15:43,17:10,04:11,05:38
2016-07-03,23:23:57,00:35:31,4294,05:28:56,05:38:42,586,05:15,15:02,0.5,15:43,17:10,04:11,05:38
2016-07-04,23:20:01,00:31:35,4294,05:25:00,05:38:36,815,06:09,16:02,0.5,15:43,17:11,04:11,05:38
2016-07-05,23:16:05,00:27:39,4294,05:21:04,05:38:27,1043,06:57,17:02,3.1,15:44,17:11,04:11,05:38
2016-07-06,23:12:09,00:23:43,4294,05:17:08,05:38:18,1269,07:40,18:03,7.8,15:44,17:12,04:11,05:38
2016-07-07,23:08:13,00:19:47,4294,05:13:12,05:38:06,1494,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,23:04:17,00:15:51,4294,05:09:16,05:37:54,1717,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,23:00:21,00:11:56,4294,05:05:20,05:37:39,1939,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,22:56:25,00:08:00,4294,05:01:24,05:37:23,2159,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,22:52:29,00:04:04,4294,04:57:28,05:37:06,2377,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,22:48:33,00:00:08,4294,04:53:32,05:36:47,2594,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,22:44:38,23:56:12,4294,04:49:37,05:36:27,2810,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,22:40:42,23:52:16,4294,04:45:41,05:36:05,3023,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,22:36:46,23:48:20,4294,04:41:45,05:35:41,3236,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,22:32:50,23:44:24,4294,04:37:49,05:35:16,3447,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,22:28:54,23:40:28,4294,04:33:53,05:34:50,3656,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,22:24:58,23:36:32,4294,04:29:57,05:34:22,3864,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,22:21:02,23:32:36,4294,04:26:01,05:33:52,4070,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,22:17:06,23:28:41,4294,04:22:05,05:33:21,4275,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,22:13:10,23:24:45,4294,04:18:09,05:29:40,4290,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,22:09:14,23:20:49,4294,04:14:13,05:25:44,4290,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,22:05:18,23:16:53,4294,04:10:17,05:21:48,4290,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,22:01:23,23:12:57,4294,04:06:22,05:17:52,4290,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,21:57:27,23:09:01,4294,04:02:26,05:13:56,4290,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,21:53:31,23:05:05,4294,03:58:30,05:10:00,4290,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,21:49:35,23:01:09,4294,03:54:34,05:06:04,4290,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-07-28,21:45:39,22:57:13,4294,03:50:38,05:02:08,4290,01:02,11:59,27.4,15:57,17:22,04:03,05:28
2016-07-29,21:41:43,22:53:17,4294,03:46:42,04:58:12,4290,02:05,n/a,17.9,15:58,17:23,04:02,05:27
2016-07-30,21:37:47,22:49:21,4294,03:42:46,04:54:17,4290,03:04,12:52,10.0,15:59,17:23,04:02,05:26
2016-07-31,21:33:51,22:45:26,4294,03:38:50,04:50:21,4290,03:59,13:49,4.3,15:59,17:24,04:01,05:26
2016-08-01,21:29:55,22:41:30,4294,03:34:54,04:46:25,4290,04:49,14:48,1.0,16:00,17:24,04:01,05:25
2016-08-02,21:25:59,22:37:34,4294,03:30:58,04:42:29,4290,05:34,15:48,0.1,16:01,17:25,04:00,05:24
2016-08-03,21:22:03,22:33:38,4294,03:27:02,04:38:33,4290,06:15,16:48,1.5,16:01,17:25,03:59,05:23
2016-08-04,21:18:07,22:29:42,4294,03:23:07,04:34:37,4290,06:52,17:46,5.0,16:02,17:26,03:58,05:22
2016-08-05,21:14:12,22:25:46,4294,03:19:11,04:30:41,4290,07:27,18:43,10.3,16:02,17:26,03:58,05:21
2016-08-06,21:10:16,22:21:50,4294,03:15:15,04:26:45,4290,08:01,19:38,17.1,16:03,17:27,03:57,05:21
2016-08-07,21:06:20,22:17:54,4294,03:11:19,04:22:49,4290,08:34,20:32,25.0,16:04,17:27,03:56,05:20
2016-08-08,21:02:24,22:13:58,4294,03:07:23,04:18:53,4290,09:07,21:25,33.7,16:04,17:28,03:55,05:19
2016-08-09,20:58:28,22:10:02,4294,03:03:27,04:14:57,4290,09:42,22:17,42.9,16:05,17:29,03:54,05:18
2016-08-10,20:54:32,22:06:06,4294,02:59:31,04:11:02,4290,10:19,23:10,52.4,16:06,17:29,03:54,05:17
2016-08-11,20:50:36,22:02:11,4294,02:55:35,04:07:06,4290,11:00,00:03,61.8,16:06,17:30,03:53,05:16
2016-08-12,20:46:40,21:58:15,4294,02:51:39,04:03:10,4290,11:44,00:55,71.0,16:07,17:30,03:52,05:15
2016-08-13,20:42:44,21:54:19,4294,02:47:43,03:59:14,4290,n/a,01:47,79.5,16:08,17:31,03:51,05:14
2016-08-14,20:38:48,21:50:23,4294,02:43:47,03:55:18,4290,12:33,02:38,87.0,16:08,17:31,03:50,05:13
2016-08-15,20:34:53,21:46:27,4294,02:39:52,03:51:22,4290,13:26,03:28,93.2,16:09,17:32,03:49,05:12
2016-08-16,20:30:57,21:42:31,4294,02:35:56,03:47:26,4290,14:23,04:14,97.6,16:10,17:32,03:48,05:11
2016-08-17,20:27:01,21:38:35,4294,02:32:00,03:43:30,4290,15:24,04:59,99.8,16:10,17:33,03:47,05:10
2016-08-18,20:23:05,21:34:39,4294,02:28:04,03:39:34,4290,16:27,05:41,99.5,16:11,17:33,03:46,05:08
2016-08-19,20:19:09,21:30:43,4294,02:24:08,03:35:38,4290,17:31,06:22,96.7,16:12,17:34,03:45,05:07
2016-08-20,20:15:13,21:26:47,4294,02:20:12,03:31:42,4290,18:36,07:03,91.3,16:12,17:35,03:44,05:06
2016-08-21,20:11:17,21:22:51,4294,02:16:16,03:27:47,4290,19:41,07:43,83.6,16:13,17:35,03:43,05:05
2016-08-22,20:07:21,21:18:56,4294,02:12:20,03:23:51,4290,20:46,08:25,74.0,16:13,17:36,03:42,05:04
2016-08-23,20:03:25,21:15:00,4294,02:08:24,03:19:55,4290,21:51,09:10,63.3,16:14,17:36,03:41,05:03
2016-08-24,19:59:29,21:11:04,4294,02:04:28,03:15:59,4290,22:56,09:57,51.9,16:15,17:37,03:40,05:02
2016-08-25,19:55:33,21:07:08,4294,02:00:33,03:12:03,4290,23:58,10:48,40.5,16:15,17:37,03:38,05:00
2016-08-26,19:51:38,21:03:12,4294,01:56:37,03:08:07,4290,00:58,11:43,29.8,16:16,17:38,03:37,04:59
2016-08-27,19:47:42,20:59:16,4294,01:52:41,03:04:11,4290,01:53,n/a,20.2,16:17,17:38,03:36,04:58
2016-08-28,19:43:46,20:55:20,4294,01:48:45,03:00:15,4290,02:44,12:40,12.2,16:17,17:39,03:35,04:57
2016-08-29,19:39:50,20:51:24,4294,01:44:49,02:56:19,4290,03:30,13:38,6.1,16:18,17:40,03:34,04:55
2016-08-30,19:35:54,20:47:28,4294,01:40:53,02:52:23,4290,04:12,14:37,2.0,16:18,17:40,03:33,04:54
2016-08-31,19:31:58,20:43:32,4294,01:36:57,02:48:27,4290,04:50,15:35,0.2,16:19,17:41,03:31,04:53
2016-09-01,19:28:02,20:39:36,4294,01:33:01,02:44:32,4290,05:25,16:32,0.4,16:20,17:41,03:30,04:52
2016-09-02,19:24:06,20:35:41,4294,01:29:05,02:40:36,4290,05:59,17:28,2.6,16:20,17:42,03:29,04:50
2016-09-03,19:20:10,20:31:45,4294,01:25:09,02:36:40,4290,06:33,18:22,6.7,16:21,17:43,03:28,04:49
2016-09-04,19:16:14,20:27:49,4294,01:21:13,02:32:44,4290,07:06,19:16,12.3,16:22,17:43,03:26,04:48
2016-09-05,19:12:18,20:23:53,4294,01:17:18,02:28:48,4290,07:40,20:09,19.2,16:22,17:44,03:25,04:47
2016-09-06,19:08:23,20:19:57,4294,01:13:22,02:24:52,4290,08:16,21:01,27.2,16:23,17:44,03:24,04:45
2016-09-07,19:04:27,20:16:01,4294,01:09:26,02:20:56,4290,08:55,21:54,36.0,16:23,17:45,03:23,04:44
2016-09-08,19:00:31,20:12:05,4294,01:05:30,02:17:00,4290,09:37,22:46,45.4,16:24,17:46,03:21,04:43
2016-09-09,18:56:35,20:08:09,4294,01:01:34,02:13:04,4290,10:23,23:37,55.1,16:25,17:46,03:20,04:41
2016-09-10,18:52:39,20:04:13,4294,00:57:38,02:09:08,4290,11:14,00:28,64.7,16:25,17:47,03:19,04:40
2016-09-11,18:48:43,20:00:17,4294,00:53:42,02:05:12,4290,n/a,01:17,74.1,16:26,17:47,03:17,04:39
2016-09-12,18:44:47,19:56:22,4294,00:49:46,02:01:17,4290,12:08,02:04,82.6,16:27,17:48,03:16,04:37
2016-09-13,18:40:51,19:52:26,4294,00:45:50,01:57:21,4290,13:06,02:50,90.0,16:27,17:49,03:15,04:36
2016-09-14,18:36:55,19:48:30,4294,00:41:54,01:53:25,4290,14:08,03:33,95.7,16:28,17:49,03:13,04:35
2016-09-15,18:32:59,19:44:34,4294,00:37:58,01:49:29,4290,15:12,04:15,99.1,16:28,17:50,03:12,04:33
2016-09-16,18:29:04,19:40:38,4294,00:34:03,01:45:33,4290,16:18,04:56,99.9,16:29,17:51,03:11,04:32
2016-09-17,18:25:08,19:36:42,4294,00:30:07,01:41:37,4290,17:25,05:38,97.9,16:30,17:51,03:09,04:31
2016-09-18,18:21:12,19:32:46,4294,00:26:11,01:37:41,4290,18:32,06:21,93.1,16:30,17:52,03:08,04:29
2016-09-19,18:17:16,19:28:50,4294,00:22:15,01:33:45,4290,19:40,07:06,85.7,16:31,17:53,03:06,04:28
2016-09-20,18:13:20,19:24:54,4294,00:18:19,01:29:49,4290,20:46,07:54,76.5,16:32,17:53,03:05,04:27
2016-09-21,18:09:24,19:20:58,4294,00:14:23,01:25:53,4290,21:51,08:45,65.9,16:32,17:54,03:04,04:25
2016-09-22,18:05:28,19:17:02,4294,00:10:27,01:21:58,4290,22:53,09:39,54.8,16:33,17:55,03:02,04:24
2016-09-23,18:01:32,19:13:07,4294,00:06:31,01:18:02,4290,23:50,10:35,43.6,16:33,17:55,03:01,04:23
2016-09-24,17:57:36,19:09:11,4294,00:02:35,01:14:06,4290,00:42,11:33,33.0,16:34,17:56,02:59,04:21
2016-09-25,17:53:40,19:05:15,4294,23:58:39,01:10:10,4290,01:28,n/a,23.5,16:35,17:57,02:58,04:20
2016-09-26,17:49:44,19:01:19,4294,23:54:43,01:06:14,4290,02:11,12:31,15.2,16:35,17:58,02:56,04:19
2016-09-27,17:45:49,18:57:23,4294,23:50:48,01:02:18,4290,02:50,13:29,8.6,16:36,17:58,02:55,04:17
2016-09-28,17:41:53,18:53:27,4294,23:46:52,00:58:22,4290,03:25,14:25,3.9,16:37,17:59,02:54,04:16
2016-09-29,17:37:57,18:49:31,4294,23:42:56,00:54:26,4290,04:00,15:20,1.0,16:37,18:00,02:52,04:15
2016-09-30,17:34:01,18:45:35,4294,23:39:00,00:50:30,4290,04:33,16:15,0.0,16:38,18:01,02:51,04:13
2016-10-01,17:30:05,18:41:39,4294,23:35:04,00:46:34,4290,05:06,17:09,1.0,16:39,18:02,02:49,04:12
2016-10-02,17:26:09,18:37:43,4294,23:31:08,00:42:38,4290,05:40,18:02,3.7,16:39,18:02,02:48,04:11
2016-10-03,17:22:13,18:33:48,4294,23:27:12,00:38:43,4290,06:15,18:54,8.1,16:40,18:03,02:46,04:10
2016-10-04,17:18:17,18:29:52,4294,23:23:16,00:34:47,4290,06:53,19:47,14.0,16:41,18:04,02:45,04:08
2016-10-05,17:14:21,18:25:56,4294,23:19:20,00:30:51,4290,07:33,20:39,21.2,16:41,18:05,02:44,04:07
2016-10-06,17:10:25,18:22:00,4294,23:15:24,00:26:55,4290,08:17,21:30,29.4,16:42,18:06,02:42,04:06
2016-10-07,17:06:29,18:18:04,4294,23:11:29,00:22:59,4290,09:04,22:20,38.5,16:43,18:07,02:41,04:04
2016-10-08,17:02:34,18:14:08,4294,23:07:33,00:19:03,4290,09:56,23:09,48.2,16:43,18:07,02:39,04:03
2016-10-09,16:58:38,18:10:12,4294,23:03:37,00:15:07,4290,10:51,23:56,58.3,16:44,18:08,02:38,04:02
2016-10-10,16:54:42,18:06:16,4294,22:59:41,00:11:11,4290,11:50,00:41,68.3,16:45,18:09,02:36,04:01
2016-10-11,16:50:46,18:02:20,4294,22:55:45,00:07:15,4290,n/a,01:24,77.8,16:46,18:10,02:35,03:59
2016-10-12,16:46:51,17:58:24,4293,22:51:49,00:03:19,4290,12:51,02:06,86.3,16:46,18:11,02:34,03:58
2016-10-13,16:47:35,17:54:28,4013,22:47:53,23:59:23,4290,13:55,02:47,93.2,16:47,18:12,02:32,03:57
2016-10-14,16:48:20,17:50:33,3732,22:43:57,23:55:28,4290,15:01,03:28,97.9,16:48,18:13,02:31,03:56
2016-10-15,16:49:05,17:46:37,3452,22:40:01,23:51:32,4290,16:09,04:11,99.9,16:49,18:14,02:29,03:55
2016-10-16,16:49:50,17:42:41,3170,22:36:05,23:47:36,4290,17:18,04:56,98.9,16:49,18:15,02:28,03:54
2016-10-17,16:50:36,17:38:45,2889,22:32:09,23:43:40,4290,18:28,05:44,94.9,16:50,18:16,02:27,03:52
2016-10-18,16:51:22,17:34:49,2607,22:28:14,23:39:44,4290,19:36,06:35,88.3,16:51,18:17,02:25,03:51
2016-10-19,16:52:08,17:30:53,2324,22:24:18,23:35:48,4290,20:42,07:30,79.6,16:52,18:18,02:24,03:50
2016-10-20,16:52:55,17:26:57,2041,22:20:22,23:31:52,4290,21:43,08:28,69.6,16:52,18:19,02:23,03:49
2016-10-21,16:53:42,17:23:01,1758,22:16:26,23:27:56,4290,22:38,09:27,58.8,16:53,18:20,02:21,03:48
2016-10-22,16:54:30,17:19:05,1475,22:12:30,23:24:00,4290,23:28,10:26,48.0,16:54,18:21,02:20,03:47
2016-10-23,16:55:18,17:15:09,1190,22:08:34,23:20:04,4290,00:12,11:24,37.6,16:55,18:22,02:19,03:46
2016-10-24,16:56:07,17:11:13,906,22:04:38,23:16:09,4290,00:51,n/a,28.0,16:56,18:23,02:17,03:45
2016-10-25,16:56:56,17:07:18,621,22:00:42,23:12:13,4290,01:28,12:20,19.5,16:56,18:24,02:16,03:44
2016-10-26,16:57:45,17:03:22,336,21:56:46,23:08:17,4290,02:02,13:16,12.3,16:57,18:25,02:15,03:43
2016-10-27,16:58:35,16:59:26,50,21:52:50,23:04:21,4290,02:35,14:10,6.7,16:58,18:26,02:13,03:42
2016-10-28,n/a,n/a,0,21:48:54,23:00:25,4290,03:07,15:03,2.8,16:59,18:27,02:12,03:41
2016-10-29,n/a,n/a,0,21:44:59,22:56:29,4290,03:41,15:56,0.6,17:00,18:29,02:11,03:40
2016-10-30,n/a,n/a,0,21:41:03,22:52:33,4290,04:15,16:49,0.2,17:01,18:30,02:10,03:39
2016-10-31,n/a,n/a,0,21:37:07,22:48:37,4290,04:52,17:42,1.6,17:01,18:31,02:09,03:38
2016-11-01,n/a,n/a,0,21:33:11,22:44:41,4290,05:31,18:34,4.7,17:02,18:32,02:07,03:37
2016-11-02,n/a,n/a,0,21:29:15,22:40:45,4290,06:14,19:26,9.5,17:03,18:33,02:06,03:36
2016-11-03,n/a,n/a,0,21:25:19,22:36:49,4290,07:00,20:16,15.7,17:04,18:34,02:05,03:35
2016-11-04,n/a,n/a,0,21:21:23,22:32:54,4290,07:49,21:05,23.3,17:05,18:35,02:04,03:34
2016-11-05,n/a,n/a,0,21:17:27,22:28:58,4290,08:42,21:52,32.1,17:06,18:37,02:03,03:34
2016-11-06,n/a,n/a,0,21:13:31,22:25:02,4290,09:38,22:37,41.7,17:07,18:38,02:02,03:33
2016-11-07,n/a,n/a,0,21:09:35,22:21:06,4290,10:36,23:19,51.9,17:08,18:39,02:01,03:32
2016-11-08,n/a,n/a,0,21:05:39,22:17:10,4290,11:37,00:00,62.4,17:09,18:40,02:00,03:31
2016-11-09,n/a,n/a,0,21:01:44,22:13:14,4290,n/a,00:39,72.7,17:09,18:41,01:59,03:31
2016-11-10,n/a,n/a,0,20:57:48,22:09:18,4290,12:39,01:19,82.2,17:10,18:43,01:58,03:30
2016-11-11,n/a,n/a,0,20:53:52,22:05:22,4290,13:45,02:00,90.2,17:11,18:44,01:57,03:29
