target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
PG1011-040,,,,,,,,,,,,,,,,,Sey,246.50,40.75,0.05800,Green,11524,LB4Q04,"SN=N:31.9,C:18.7,O:17.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
TON_S180,,,,,,,,,,,,,,,,,QSO,139.00,-85.07,0.06198,Stocke,7345,"O4EC02,O58P01","SN=N:31.8,O:14.5",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
PKS0552-640,,,,,,,,,,,,,,,,,QSO,273.47,-30.61,0.68000,Howk,11692,LB3J06-07,"SN=N:25.1,C:23.3,O:-0.2",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
RBS1795,,,,,,,,,,,,,,,,,QSO,355.18,-50.86,0.34400,Green,11541,LB6809,"SN=N:31.2,C:20.8,O:3.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0003-5023,,,,,,,,,,,,,,,,,Sey,320.71,-65.41,0.03545,Jenkins,12936,LC1204-05,"SN=N:30.6,C:18.2",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ0751+2919,,,,,,,,,,,,,,,,,QSO,191.34,25.05,0.92240,Tripp,11741,LB1O19-21,"SN=N:27.5,C:31.4",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=esys_ID
PG0052+251,,,,,,,,,,,,,,,,,QSO,123.91,-37.44,0.15500,Lehner,14268,LCXV15,"SN=N:29.3,C:19.3,O:5.5",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK1513,,,,,,,,,,,,,,,,,Sey,63.67,-29.07,0.06298,Green,11524,LB4Q07,"SN=N:29.2,C:18.7,O:15.9",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
HE1029-1401,,,,,,,,,,,,,,,,,QSO,259.33,36.52,0.08600,Stocke,7345,O4EC05,SN=N:29.5,vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
RBS1892,,,,,,,,,,,,,,,,,Sey,345.90,-58.37,0.20100,Fox,12604,LBRY06,"SN=N:28.1,C:14.5",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0056-3622,,,,,,,,,,,,,,,,,QSO,293.72,-80.90,0.16414,Fox,12604,LBRY05,"SN=N:28.1,C:21.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS2055,,,,,,,,,,,,,,,,,Sey,106.67,-34.66,0.03800,Lehner,14268,LCXV18-19,"SN=N:27.8,C:17.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
HE0226-4110,,,,,,,,,,,,,,,,,QSO,253.94,-65.77,0.49500,Green,11541,LB6803,"SN=N:27.7,C:26.7,O:24.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0048.3+3941,,,,,,,,,,,,,,,,,QSO,122.28,-23.18,0.13400,"Arav,Rich","11632,11686","LB2F01,LB4F07,56","SN=N:27.2,C:27.6,O:17.4",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PG1341+258,,,,,,,,,,,,,,,,,Sey,28.71,78.15,0.08700,Borthakur,13314,LC9M16,SN=N:30.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PG1206+459,,,,,,,,,,,,,,,,,QSO,144.63,69.62,1.16494,Tripp,11741,"LB1O04-07,LBRP02,LCO710-11,LCWJ07-09","SN=N:19.5,C:35.0","v3.1.1,3.1.7",nightonly=TODO,IGMPARS=prt,FPN=no
MRK841,,,,,,,,,,,,,,,,,Sey,11.21,54.63,0.03642,Fox,13448,LC8Y15,"SN=N:26.8,C:15.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1435-0134,,,,,,,,,,,,,,,,,QSO,348.72,51.37,1.31000,Tripp,11741,"LB1O08-11,LCO722","SN=N:26.8,C:30.6",v3.0,nightonly=done,IGMPARS=no,FPN=no
PG1259+593,,,,,,,,,,,,,,,,,QSO,120.56,58.05,0.47780,Green,11541,LB6805,"SN=N:26.6,C:30.9,O:38.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE2347-4342,,,,,,,,,,,,,,,,,QSO,336.03,-69.57,2.88500,Green,11528,LB6D02-03,"SN=N:26.4,O:3.9",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
IRAS_F00040+4325,,,,,,,,,,,,,,,,,QSO,114.42,-18.42,0.16345,Lehner,14268,LCXV04,"SN=N:26.2,C:18.3,O:4.6",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS159,,,,,,,,,,,,,,,,,QSO,147.15,-78.77,0.78000,Chen,15163,XXX,SN=26,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1626+554,,,,,,,,,,,,,,,,,QSO,84.51,42.19,0.13300,Green,12029,LBGB01,"SN=N:25.9,C:20.8,O:14.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK304,,,,,,,,,,,,,,,,,QSO,75.99,-34.22,0.06576,"Fox,Veilleux","12569,12604","LBP418,LBRY07","SN=N:25.7,C:20.6,O:6.7",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MS0117.2-2837,,,,,,,,,,,,,,,,,QSO,225.73,-83.65,0.34700,Thom,12204,LBH002,"SN=N:25.2,C:22.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
UVQSJ191928.04-295808.0,,,,,,,,,,,,,,,,,QSO,8.18,-18.77,0.16680,Fox,15339,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1128+564,,,,,,,,,,,,,,,,,QSO,143.76,57.58,3.01500,Gaensicke,14077,XXX,SN=25,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
3C323.1,,,,,,,,,,,,,,,,,QSO,33.90,49.46,0.26430,Churchill,13398,LCCL15-16,"SN=N:24.2,C:35.7",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRK352,,,,,,,,,,,,,,,,,Sey,125.03,-31.01,0.01486,Lehner,14268,LCXV07,"SN=N:24.9,C:16.1,O:5.2",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS1768,,,,,,,,,,,,,,,,,QSO,4.51,-48.46,0.18299,Jenkins,12936,LC1201,"SN=N:24.8,C:13.3",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1048+342,,,,,,,,,,,,,,,,,QSO,190.60,63.44,0.16700,Green,12024,LBG704-05,"SN=N:24.5,C:16.0,O:3.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK771,,,,,,,,,,,,,,,,,Sey,269.45,81.74,0.06301,Veilleux,12569,LBP409,"SN=N:16.9,O:5.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1001+291,,,,,,,,,,,,,,,,,QSO,200.08,53.21,0.32720,Green,12038,LBGL05,"SN=N:24.3,C:18.5,O:5.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1992,,,,,,,,,,,,,,,,,QSO,313.29,-44.84,0.30040,,D80829,.,SN=O:0.9,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
PG1522+101,,,,,,,,,,,,,,,,,QSO,14.89,50.12,1.32801,Tripp,11741,"LB1O16-18,LCO709","SN=N:21.8,C:20.0",v3.0,nightonly=done,IGMPARS=yes,FPN=yes_ID
PG1115+407,,,,,,,,,,,,,,,,,QSO,172.23,66.67,0.15400,Green,11519,LB4L02,"SN=N:23.6,C:19.4,O:2.0",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK1148,,,,,,,,,,,,,,,,,Sey,123.09,-45.44,0.06400,Lehner,14268,LCXV21,"SN=N:23.6,C:16.9",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK106,,,,,,,,,,,,,,,,,QSO,161.14,42.88,0.12337,Green,12029,LBGB02,"SN=N:23.5,C:21.0,O:12.7",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG2349-014,,,,,,,,,,,,,,,,,QSO,91.66,-60.36,0.17400,Veilleux,12569,LBP419,"SN=N:23.1,O:6.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PHL2525,,,,,,,,,,,,,,,,,QSO,80.68,-71.32,0.20000,Fox,12604,LBRY02,"SN=N:22.8,C:15.4,O:7.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1216+069,,,,,,,,,,,,,,,,,QSO,281.07,68.14,0.33130,Green,12025,LBG881,"SN=N:22.8,C:16.7,O:5.0",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PG1121+423,,,,,,,,,,,,,,,,,QSO,167.26,66.86,0.22500,Green,12024,LBG703,"SN=N:22.8,C:15.4",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
3C57,,,,,,,,,,,,,,,,,QSO,173.08,-67.26,0.66900,Green,12038,"LBGL18,28","SN=N:22.8,C:16.9,O:2.6",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
UVQSJ101629.20-315023.6,,,,,,,,,,,,,,,,,QSO,268.37,20.44,0.24141,Fox,14687,LD7901,SN=N:22.4,v3.2.1,nightonly=done,IGMPARS=yes,FPN=yes
MRK279,,,,,,,,,,,,,,,,,Sey,115.04,46.86,0.03045,Crenshaw,12212,LBGU21,"SN=N:22.4,C:8.1,O:45.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
QSO0120-2859,,,,,,,,,,,,,,,,,QSO,227.77,-82.93,0.43602,Thom,12204,LBH003,"SN=N:22.3,C:17.0",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
UVQSJ193819.59-432646.2,,,,,,,,,,,,,,,,,QSO,355.47,-26.41,0.07870,Fox,15339,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ104741.80+151331.0,,,,,,,,,,,,,,,,,QSO,229.08,58.91,0.38500,"Tejos,Wang","13342,13833",XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
NPM1-07.0445,,,,,,,,,,,,,,,,,QSO,162.91,-65.03,1.28850,Chen,15163,XXX,SN=22,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
MRK1018,,,,,,,,,,,,,,,,,Sey,159.82,-57.70,0.04244,Perez-Tor,15411,XXX,SN=22,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HE0153-4520,,,,,,,,,,,,,,,,,QSO,271.80,-67.97,0.45100,Green,11541,LB6806,"SN=N:22.0,C:23.0,O:3.1",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS144,,,,,,,,,,,,,,,,,Sey,299.48,-65.84,0.06200,Fox,12604,LBRY01,"SN=N:21.7,C:16.1,O:9.6",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
PKS0637-75,,,,,,,,,,,,,,,,,QSO,286.37,-27.16,0.65300,Howk,11692,LB3J10-11,"SN=N:32.1,C:17.2",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
US1867,,,,,,,,,,,,,,,,,QSO,177.08,39.94,0.51478,Churchill,13398,LCCL10-11,SN=N:21.2,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1426.2+1955,,,,,,,,,,,,,,,,,QSO,19.64,67.15,0.21000,Borthakur,13314,LC9M14,SN=N:21.7,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS1666,,,,,,,,,,,,,,,,,Sey,358.73,-31.00,0.07963,Fox,13448,LC8Y11,"SN=N:21.0,C:17.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0246-4101,,,,,,,,,,,,,,,,,QSO,250.16,-62.40,0.88300,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO1080,,,,,,,,,,,,,,,,,QSO,46.11,60.53,0.52700,Stocke,14277,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J0050.8+3536,,,,,,,,,,,,,,,,,QSO,122.80,-27.26,0.05800,Lehner,14268,"LCXV03,26","SN=N:20.7,C:16.4",v3.1.8,nightonly=done,IGMPARS=yes,FPN=yes
PG1307+085,,,,,,,,,,,,,,,,,QSO,316.79,70.71,0.15500,Veilleux,12569,LBP411,"SN=N:20.4,O:6.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1112+431,,,,,,,,,,,,,,,,,QSO,167.89,64.94,0.30064,Wakker,12275,LBH418,SN=N:20.4,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0043.6+3725,,,,,,,,,,,,,,,,,Sey,121.23,-25.42,0.07990,Lehner,14268,LCXV01,"SN=N:20.3,C:14.6",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
TON580,,,,,,,,,,,,,,,,,QSO,194.94,72.03,0.28900,Green,11519,LB4L01,"SN=N:20.2,C:22.3",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK478,,,,,,,,,,,,,,,,,QSO,59.24,65.03,0.07905,Veilleux,12569,LBP416,"SN=N:20.2,O:8.5",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
MRK380,,,,,,,,,,,,,,,,,QSO,140.44,27.96,0.47500,Wakker,12275,LBH401,SN=N:20.2,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
UVQSJ045415.95-611626.6,,,,,,,,,,,,,,,,,QSO,271.02,-37.53,0.78390,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
TON1187,,,,,,,,,,,,,,,,,Sey,188.33,55.38,0.07910,Wakker,12275,LBH419,"SN=N:20.0,O:4.6",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ102814.50+211955.0,,,,,,,,,,,,,,,,,QSO,215.11,56.96,0.37300,Stocke,14277,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RXS_J0119.9-2010,,,,,,,,,,,,,,,,,QSO,167.60,-80.47,0.81000,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RBS711,,,,,,,,,,,,,,,,,QSO,176.14,36.99,0.25456,,D80814,.,SN=O:2.2,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
NAB1612+26,,,,,,,,,,,,,,,,,QSO,44.31,45.09,0.39233,Stocke,14277,LCUP03-04,SN=N:20.0,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
HE2336-5540,,,,,,,,,,,,,,,,,QSO,322.83,-58.85,1.35400,,Z90708,.,SN=O:2.7,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
HE0331-4112,,,,,,,,,,,,,,,,,QSO,246.33,-54.14,1.11700,"Chen,Kim","14265,15163",XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
4C25.01,,,,,,,,,,,,,,,,,QSO,114.07,-36.28,0.28400,Lehner,14268,LCXV14,"SN=N:20.0,C:20.4",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PG1424+240,,,,,,,,,,,,,,,,,BLLac,29.49,68.21,0.61709,Stocke,12612,LBXC01,"SN=N:19.9,C:25.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PKS0558-504,,,,,,,,,,,,,,,,,QSO,257.96,-28.57,0.13700,Howk,11692,LB3J03,"SN=N:19.8,C:9.5,O:19.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
TON236,,,,,,,,,,,,,,,,,QSO,44.43,55.35,0.45000,Green,12038,LBGL06,"SN=N:19.7,C:17.1,O:2.7",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
CTS487,,,,,,,,,,,,,,,,,QSO,5.55,-69.44,0.42000,Fox,13448,LC8Y08-09,"SN=N:19.6,C:13.2",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
MRK595,,,,,,,,,,,,,,,,,Sey,164.76,-46.55,0.02698,Wakker,12275,LBH405,"SN=N:19.5,O:0.8",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
US645,,,,,,,,,,,,,,,,,QSO,172.58,46.01,0.23998,Tumlinson,12248,LBHO51,"SN=N:19.4,C:17.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw118,,,,,,,,,,,,,,,,,QSO,151.36,25.99,0.07966,Stocke,7345,"O4EC13,O6CT14","SN=N:19.3,O:18.3",vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
SDSSJ154019.60-020505.0,,,,,,,,,,,,,,,,,QSO,4.09,39.94,0.32000,Stocke,14277,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
Q_J1519+2838,,,,,,,,,,,,,,,,,QSO,44.39,57.35,0.27000,Stocke,14277,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PKS2135-14,,,,,,,,,,,,,,,,,QSO,38.40,-43.33,0.20047,,C03001,.,SN=O:2.7,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
MRK1014,,,,,,,,,,,,,,,,,QSO,156.57,-57.94,0.16308,Veilleux,12569,LBP404,SN=N:19.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
HE2305-5315,,,,,,,,,,,,,,,,,QSO,332.34,-57.88,1.07100,Chen,15163,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
Zw535.012,,,,,,,,,,,,,,,,,9.088,45.665,Sey,0.04764,UGC00347,8.776,45.529,Sd,5103,78,87,61.6
RBS2000,,,,,,,,,,,,,,,,,BLLac,350.20,-67.58,0.17359,Fox,13448,LC8Y10,"SN=N:18.8,C:15.8,O:3.0",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG0844+349,,,,,,,,,,,,,,,,,QSO,188.56,37.97,0.06400,Veilleux,12569,LBP405,"SN=N:18.5,O:19.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0439-4319,,,,,,,,,,,,,,,,,70.322,-43.229,QSO,0.59300,NGC1291,49.327,-41.108,(R_1)SB(,839,45,156,0.8
RBS1024,,,,,,,,,,,,,,,,,Sey,174.17,72.82,0.03806,Wakker,14772,LD5Z16,SN=N:18.3,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1424.9+4214,,,,,,,,,,,,,,,,,QSO,77.40,65.70,0.31600,Borthakur,13314,XXX,SN=18,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PKS0355-483,,,,,,,,,,,,,,,,,QSO,256.16,-48.45,1.01600,,Z90721,.,SN=O:1.2,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
PG1338+416,,,,,,,,,,,,,,,,,QSO,90.59,72.48,1.21708,Tripp,11741,LB1O12-15,"SN=N:18.3,C:17.3",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
ESO350-IG38,,,,,,,,,,,,,,,,,Gal:HII,328.06,-82.85,0.02060,Heckman,13017,LC3401,"SN=N:18.0,C:12.4,O:9.3",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
3C95,,,,,,,,,,,,,,,,,QSO,205.48,-46.32,0.61625,Churchill,13398,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HE2258-5524,,,,,,,,,,,,,,,,,QSO,330.72,-55.67,0.14100,Wakker,13444,LC8L05,"SN=N:17.9,O:3.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PKS1101-325,,,,,,,,,,,,,,,,,QSO,278.12,24.77,0.35550,Wakker,12275,LBH411,SN=N:17.8,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
IRAS_F09539-0439,,,,,,,,,,,,,,,,,QSO,243.33,37.00,0.15700,Wakker,12275,LBH409,SN=N:17.7,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
FBQSJ1431+2442,,,,,,,,,,,,,,,,,QSO,32.41,67.42,0.40692,"Heckman,Wang","12603,13342","LBS314,LC8903",SN=N:17.5,"v3.0,3.1.7",nightonly=TODO,IGMPARS=yes,FPN=none
HE1136-1334,,,,,,,,,,,,,,,,,QSO,277.53,45.43,0.55646,Wakker,12275,LBH416,SN=N:17.4,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS918,,,,,,,,,,,,,,,,,QSO,161.62,58.90,0.28634,Wakker,14772,LD5Z13,SN=N:17.2,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ161723.70+085415.0,,,,,,,,,,,,,,,,,QSO,22.47,38.17,0.20600,Borthakur,13314,XXX,SN=17,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ133300.80+451809.0,,,,,,,,,,,,,,,,,QSO,101.13,70.02,0.32000,Stocke,14277,XXX,SN=17,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS0956+510,,,,,,,,,,,,,,,,,Sey,164.99,49.92,0.14300,Stocke,14277,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PKS0232-04,,,,,,,,,,,,,,,,,QSO,174.46,-56.16,1.45000,Tripp,11741,LB1O01-03,"SN=N:19.2,C:17.3",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
HE0038-5114,,,,,,,,,,,,,,,,,QSO,307.13,-66.07,0.60800,Muzahid,14655,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1435-067,,,,,,,,,,,,,,,,,QSO,343.98,47.21,0.12600,"Fox,Veilleux","12569,13448","LBP415,LC8Y17","SN=N:16.9,C:17.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HS1831+5338,,,,,,,,,,,,,,,,,Sey,82.59,24.21,0.04536,Wakker,12275,LBH406,SN=N:16.8,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0209.5-0438,,,,,,,,,,,,,,,,,QSO,165.99,-60.81,1.12800,Morris,12264,LBJ011-14,"SN=N:0.0,C:21.1",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
RXS_J0118.8+3836,,,,,,,,,,,,,,,,,QSO,128.78,-23.96,0.21600,Lehner,14268,LCXV05-06,"SN=N:16.7,C:12.4",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS970,,,,,,,,,,,,,,,,,BLLac,167.85,66.16,0.50035,Wakker,14772,LD5Z14,SN=N:16.7,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0503.1-6634,,,,,,,,,,,,,,,,,Sey,277.18,-35.42,0.06400,Howk,11692,"LB3J05,55","SN=N:16.6,C:12.9,O:2.7",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
3C48.0,,,,,,,,,,,,,,,,,QSO,133.96,-28.72,0.36700,Lehner,14268,LCXV12-13,"SN=N:16.5,C:13.2,O:1.5",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
MRK231,,,,,,,,,,,,,,,,,Sey,121.61,60.24,0.04217,Veilleux,12569,LBP410,SN=N:16.4,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
MRK1502,,,,,,,,,,,,,,,,,QSO,123.75,-50.18,0.06114,"Costantini,Veilleux","12569,13811","LBP403,LCKR01-02","SN=N:16.3,C:16.0,O:7.5","v3.1.7,3.1.8",nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ160519.70+144852.2,,,,,,,,,,,,,,,,,QSO,27.82,43.39,0.37210,Gnat,12614,LBS106,SN=N:16.2,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ135712.60+170444.0,,,,,,,,,,,,,,,,,Sey,2.86,71.78,0.15050,Tumlinson,12248,LBHO79,"SN=N:16.1,C:13.4",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1608.3+6018,,,,,,,,,,,,,,,,,QSO,91.99,43.16,0.17800,Wakker,12276,LBI610,SN=N:16.1,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
RX_J1348.9+4303,,,,,,,,,,,,,,,,,QSO,90.44,70.27,0.27500,Borthakur,13314,XXX,SN=16,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
MRK877,,,,,,,,,,,,,,,,,QSO,32.89,41.08,0.11244,Veilleux,12569,LBP417,SN=N:16.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE2259-5524,,,,,,,,,,,,,,,,,QSO,330.64,-55.72,0.85490,Wakker,13444,LC8L06,SN=N:17.8,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0112-4145,,,,,,,,,,,,,,,,,QSO,286.26,-74.88,1.02500,Chen,15163,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
ESO148-IG02,,,,,,,,,,,,,,,,,Sey,323.72,-54.04,0.04400,Belfiore,15125,XXX,SN=16,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO316,,,,,,,,,,,,,,,,,QSO,186.64,66.24,0.48500,Heckman,13862,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
UKS0242-724,,,,,,,,,,,,,,,,,Sey,291.81,-42.35,0.10180,Misawa,12263,LBK202,"SN=N:15.7,C:15.2",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
RBS982,,,,,,,,,,,,,,,,,Sey,168.41,67.37,0.19721,Wakker,14772,LD5Z15,SN=N:15.6,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0026+129,,,,,,,,,,,,,,,,,QSO,114.64,-49.25,0.14200,Veilleux,12569,LBP402,"SN=N:15.6,O:5.7",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1003+0149,,,,,,,,,,,,,,,,,QSO,238.53,42.79,1.08090,Morris,12264,LBJ001-04,"SN=N:12.5,C:17.3",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
HS1102+3441,,,,,,,,,,,,,,,,,QSO,188.56,66.22,0.51000,Green,11541,LB6807-08,"SN=N:17.4,C:23.3,O:3.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1142.5+2503,,,,,,,,,,,,,,,,,Sey,216.68,74.40,0.18417,Wakker,14772,LD5Z25,SN=N:15.3,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1222+216,,,,,,,,,,,,,,,,,QSO,255.08,81.66,0.43200,Stocke,13008,LC0L03,"SN=N:18.5,C:27.1",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1232.5+0603,,,,,,,,,,,,,,,,,Sey,290.09,68.45,0.08381,Putman,13383,LCBT01-02,"SN=N:15.2,C:18.9",v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
ESO031-G08,,,,,,,,,,,,,,,,,Sey,290.33,-40.79,0.02762,Misawa,12263,LBK203,"SN=N:15.2,C:9.4,O:5.4",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
HE0429-5343,,,,,,,,,,,,,,,,,Sey,262.08,-42.17,0.04001,Wakker,12275,LBH417,"SN=N:15.1,O:4.5",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RX_J2043.1+0324,,,,,,,,,,,,,,,,,QSO,49.72,-22.88,0.27100,Fox,13840,LCJW02,SN=N:15.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RXS_J0155.6+3115,,,,,,,,,,,,,,,,,Sey,138.70,-29.64,0.13500,Lehner,14268,LCXV16-17,"SN=N:15.0,C:10.0",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PKS2128-12,,,,,,,,,,,,,,,,,QSO,40.54,-40.96,0.50100,,.,SN=,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse,MORE
