target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
MRK876,,,,,,,,,,,,,,,,,QSO,98.27,40.38,0.12900,"Arav,Green","11524,11686","LB4F05,LB4Q03","SN=N:59.7,C:41.8,O:33.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1H0419-577,,,,,,,,,,,,,,,,,QSO,266.99,-42.00,0.10400,"Arav,Howk","11686,11692","LB3J02,LB4F03-04,33","SN=N:58.4,C:49.9,O:7.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,,,,,,,,,,,,,,,,,QSO,291.26,63.66,0.11700,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRC2251-178,,,,,,,,,,,,,,,,,QSO,46.20,-61.33,0.06609,Green,12029,LBGB03,"SN=N:37.8,C:29.5,O:12.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1830.3+7312,,,,,,,,,,,,,,,,,QSO,104.04,27.40,0.12300,Bowen,8316,O5EW09,"SN=N:28.3,O:6.4",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
PG0003+158,,,,,,,,,,,,,,,,,QSO,107.32,-45.33,0.45090,Green,12038,"LBGL17,27","SN=N:28.8,C:24.9",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
HE0439-5254,,,,,,,,,,,,,,,,,QSO,260.69,-40.90,1.05300,Green,11520,LB4R04-05,"SN=N:26.7,C:15.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0838+770,,,,,,,,,,,,,,,,,Sey,136.66,32.68,0.13100,Green,11520,LB4R10,"SN=N:26.6,C:18.7,O:6.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1302-102,,,,,,,,,,,,,,,,,QSO,308.59,52.16,0.27840,Green,12038,LBGL04,"SN=N:26.4,C:38.5,O:15.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1352+183,,,,,,,,,,,,,,,,,Sey,4.37,72.87,0.15200,Fox,13448,LC8Y13,"SN=N:26.0,C:21.6,O:3.9",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
1H0717+714,,,,,,,,,,,,,,,,,BLLac,143.98,28.02,0.23149,Green,12025,LBG812,"SN=N:23.2,C:28.6,O:16.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
1WGA_J0028.4-3306,,,,,,,,,,,,,,,,,QSO,341.25,-82.24,0.89000,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1001+054,,,,,,,,,,,,,,,,,QSO,234.16,44.62,0.16100,"Bregman,Cooke","13347,13423","LC9W02,LCCV02","SN=N:21.8,C:12.0,O:1.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS567,,,,,,,,,,,,,,,,,QSO,261.22,-40.93,0.24300,Green,11520,LB4R08-09,"SN=N:20.9,C:12.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ142859.10+322507.0,,,,,,,,,,,,,,,,,QSO,52.89,68.23,0.62717,Borthakur,13314,LC9M03,SN=N:20.7,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG0923+201,,,,,,,,,,,,,,,,,QSO,210.18,42.65,0.19000,Veilleux,12569,LBP406,SN=N:20.0,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
TON488,,,,,,,,,,,,,,,,,QSO,198.43,54.63,0.25643,Green,12025,LBG810-11,"SN=N:18.9,C:18.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J0714.5+7408,,,,,,,,,,,,,,,,,QSO,140.80,27.59,0.37100,Wakker,12275,LBH402,SN=N:17.6,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS2070,,,,,,,,,,,,,,,,,BLLac,12.84,-78.04,0.16539,Fang,12864,LC0F01-02,"SN=N:17.3,O:1.6",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0241-3043,,,,,,,,,,,,,,,,,QSO,227.49,-65.26,0.66929,Bowen,12988,LC1070,SN=N:17.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
H1101-232,,,,,,,,,,,,,,,,,BLLac,273.19,33.08,0.18600,Green,12025,LBG804-05,"SN=N:16.4,C:12.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J2139.7+0246,,,,,,,,,,,,,,,,,QSO,58.09,-35.01,0.26000,Fox,13840,LCJW03,SN=N:16.2,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ141542.90+163414.0,,,,,,,,,,,,,,,,,QSO,8.85,67.83,0.74350,Bowen,12486,"LBP260,65",SN=N:19.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RBS1307,,,,,,,,,,,,,,,,,Sey,82.87,74.41,0.17190,Tumlinson,12248,LBHO75,"SN=N:15.5,C:10.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS2023,,,,,,,,,,,,,,,,,Sey,0.61,-71.62,0.09800,Wakker,13444,LC8L02,SN=N:15.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1500.5+5517,,,,,,,,,,,,,,,,,QSO,92.23,53.45,0.40481,Wakker,12276,LBI602,SN=N:17.2,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PHL1226,,,,,,,,,,,,,,,,,QSO,150.80,-54.62,0.40400,Kulkarni,12536,LBRE01-02,SN=N:14.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1230-0015,,,,,,,,,,,,,,,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","11598,12486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ130524.30+035731.0,,,,,,,,,,,,,,,,,QSO,311.73,66.59,0.54566,Heckman,12603,LBS321,SN=N:13.3,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK1179,,,,,,,,,,,,,,,,,Sey,148.90,-29.75,0.03760,Lehner,14268,LCXV23,"SN=N:13.0,C:8.1",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,,,,,,,,,,,,,,,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1004+130,,,,,,,,,,,,,,,,,QSO:BAL,225.12,49.12,0.24000,Veilleux,12569,LBP407,"SN=N:12.9,O:8.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
3C232,,,,,,,,,,,,,,,,,QSO,194.17,52.32,0.53060,Pettini,8596,"O67001-04,O6MY40","SN=N:12.4,C:15.2,O:1.6",vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
RX_J1503.2+6810,,,,,,,,,,,,,,,,,Sey,106.45,44.51,0.11400,Wakker,12276,LBI609,SN=N:12.2,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
MS1228.6+1219,,,,,,,,,,,,,,,,,Sey,284.49,74.20,0.11612,Borthakur,14071,LCX214,SN=N:12.1,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1117.6+5301,,,,,,,,,,,,,,,,,Sey,150.44,58.80,0.15871,Wakker,14240,LCWM05,SN=N:12.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
MRK504,,,,,,,,,,,,,,,,,Sey,51.08,35.65,0.03589,Wakker,12275,LBH407,SN=N:12.0,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ105945.30+144142.0,,,,,,,,,,,,,,,,,QSO,232.83,61.20,0.63171,Tumlinson,12248,LBHO78,"SN=N:11.8,C:12.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ095914.80+320357.0,,,,,,,,,,,,,,,,,QSO,194.74,52.49,0.56462,Heckman,12603,LBS315,SN=N:11.4,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ130223.10+140609.0,,,,,,,,,,,,,,,,,QSO,314.57,76.73,0.28600,Burchett,15227,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HE2332-3556,,,,,,,,,,,,,,,,,Sey,0.59,-71.59,0.11000,Wakker,13444,LC8L01,SN=N:10.8,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1342.7+1844,,,,,,,,,,,,,,,,,QSO,0.24,75.52,0.38320,Tumlinson,12248,LBHO69,"SN=N:10.6,C:9.7",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ131545.20+152556.0,,,,,,,,,,,,,,,,,QSO,329.94,77.01,0.44811,Heckman,12603,LBS331,SN=N:10.5,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ135424.90+243006.3,,,,,,,,,,,,,,,,,QSO,25.95,75.60,1.89283,Heckman,12603,LBS329,SN=N:10.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ130429.10+311308.0,,,,,,,,,,,,,,,,,QSO,88.87,85.02,0.80400,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ094840.10+580038.0,,,,,,,,,,,,,,,,,QSO,155.83,45.73,0.49179,Ellison,13774,"LCOB10,15","SN=N:10.0,C:5.5",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ092542.30+344108.0,,,,,,,,,,,,,,,,,QSO,189.95,45.70,1.06790,Bordoloi,13852,LCLP05,"SN=N:10.4,C:7.9",v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ0908+3246,,,,,,,,,,,,,,,,,Sey,192.00,41.96,0.25989,Wakker,14240,LCWM01,SN=N:10.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ105220.60+101751.0,,,,,,,,,,,,,,,,,Sey,238.17,57.31,0.24620,Borthakur,14071,"LCX223,73",SN=N:9.4,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ225738.20+134045.0,,,,,,,,,,,,,,,,,QSO,85.28,-40.73,0.59455,Tumlinson,11598,LB5N34,"SN=N:9.2,C:8.8",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1444,,,,,,,,,,,,,,,,,QSO,182.15,-57.42,0.37778,Tumlinson,12248,LBHO74,"SN=N:9.1,C:10.0",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
HS1119+5812,,,,,,,,,,,,,,,,,QSO,143.64,55.49,0.90685,Tumlinson,12248,LBHO84,"SN=N:9.1,C:8.9",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
UVQSJ131119.83-393009.9,,,,,,,,,,,,,,,,,QSO,307.11,23.21,0.38600,Lehner,15313,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ145424.40+304658.0,,,,,,,,,,,,,,,,,QSO,48.07,62.94,0.46500,Heckman,12603,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
VIIZw348,,,,,,,,,,,,,,,,,Gal:HII,140.30,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,,,,,,,,,,,,,,,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091127.30+325337.0,,,,,,,,,,,,,,,,,Sey,191.95,42.56,0.29038,Wakker,14240,LCWM03,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ232259.99-005359.3,,,,,,,,,,,,,,,,,QSO,80.27,-56.26,0.15030,Ellison,13774,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ125124.60+055420.0,,,,,,,,,,,,,,,,,QSO,302.91,68.78,1.37800,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HE1120+0154b,,,,,,,,,,,,,,,,,QSO,259.59,56.90,1.47200,Arav,14777,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ0936+3207,,,,,,,,,,,,,,,,,QSO,193.98,47.60,1.15100,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
ESO438-G09,,,,,,,,,,,,,,,,,Sey,277.55,29.36,0.02401,Bowen,8316,O5EW06,SN=N:10.8,vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
4C10.34,,,,,,,,,,,,,,,,,QSO,267.64,70.40,1.08800,Putman,11698,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1303.7+2633,,,,,,,,,,,,,,,,,QSO,21.83,87.19,0.43700,Putman,13382,LCD904,SN=N:7.4,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1206+1052,,,,,,,,,,,,,,,,,QSO,270.01,70.74,0.39555,Putman,11698,LB1V11,SN=N:2.6,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ154007.80+141137.0,,,,,,,,,,,,,,,,,Sey,23.39,48.70,0.12000,Ganguly,14729,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ172823.40+573243.0,,,,,,,,,,,,,,,,,Sey,85.86,33.65,0.02836,"Hayes,Wakker","12276,13654","LBI621,LCOX04",SN=N:6.9,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1149-110,,,,,,,,,,,,,,,,,Sey,280.47,48.89,0.04900,Bowen,8316,O5EW05,SN=N:6.5,vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
SDSSJ104241.30+250123.0,,,,,,,,,,,,,,,,,QSO,209.76,61.09,0.34157,Borthakur,14071,"LCX203,53",SN=N:6.2,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HS0943+4725,,,,,,,,,,,,,,,,,Sey,171.15,48.81,0.23022,Tumlinson,12248,LBHO81,"SN=N:4.4,C:5.3",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1121.2+0326,,,,,,,,,,,,,,,,,Sey,256.73,57.97,0.15199,Tumlinson,12248,LBHO63,"SN=N:4.2,C:6.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1103-006,,,,,,,,,,,,,,,,,QSO,256.66,52.30,0.42330,Cote,7295,O4N304,SN=N:4.1,vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
SDSSJ120013.03+001757.1,,,,,,,,,,,,,,,,,QSO,276.20,60.48,0.94900,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS1435+509,,,,,,,,,,,,,,,,,QSO,89.73,58.98,0.78226,Tumlinson,11598,LB5N38,"SN=N:5.4,C:5.2",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1236.0+2641,,,,,,,,,,,,,,,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1228+0131,,,,,,,,,,,,,,,,,QSO,291.26,63.66,0.11700,Arav,11686,LB4F09-10,"SN=N:40.9,C:36.3,O:5.6",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
3C66A,,,,,,,,,,,,,,,,,BLLac,140.14,-16.77,0.44400,"Furniss,Stocke","12612,12863","LBXC02,04,LC0J01","SN=N:25.9,C:18.7,O:1.4",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
1WGA_J0028.4-3306,,,,,,,,,,,,,,,,,QSO,341.25,-82.24,0.89000,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RBS877,,,,,,,,,,,,,,,,,BLLac,161.44,54.44,0.36040,Green,12025,LBG801-02,"SN=N:21.3,C:13.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
US136,,,,,,,,,,,,,,,,,QSO,63.02,87.56,1.36000,"Borthakur,Putman","13314,13382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
PG1309+355,,,,,,,,,,,,,,,,,QSO,95.49,80.73,0.18400,Veilleux,12569,LBP412,"SN=N:15.1,O:3.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,,,,,,,,,,,,,,,,,QSO,174.32,45.60,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1217+0220,,,,,,,,,,,,,,,,,QSO,284.99,63.84,0.24037,Bordoloi,13852,LCLP01,"SN=N:14.5,C:12.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1230-0015,,,,,,,,,,,,,,,,,QSO,293.11,61.99,0.47095,"Bowen,Tumlinson","11598,12486","LB5N15,LBP250","SN=N:14.0,C:9.6",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
FBQSJ1353+3620,,,,,,,,,,,,,,,,,QSO,71.81,73.95,0.28504,Wakker,13444,LC8L03,SN=N:13.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ084159.20+140642.0,,,,,,,,,,,,,,,,,QSO,212.14,30.77,1.25567,Borthakur,13314,LC9M01,SN=N:13.1,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HS1231+4814,,,,,,,,,,,,,,,,,QSO,131.24,68.87,0.38223,Tumlinson,"11598,13033","LB5N31,LC1C11","SN=N:12.9,C:9.1","v3.1.1,3.0",nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ112224.10+031802.0,,,,,,,,,,,,,,,,,QSO,257.31,58.05,0.47528,Heckman,12603,LBS318,SN=N:12.9,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON1009,,,,,,,,,,,,,,,,,QSO,192.24,42.03,0.81028,Heckman,12603,LBS328,SN=N:12.4,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ095914.80+320357.0,,,,,,,,,,,,,,,,,QSO,194.74,52.49,0.56462,Heckman,12603,LBS315,SN=N:11.4,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS0957+599,,,,,,,,,,,,,,,,,QSO,152.57,46.39,0.74749,Tumlinson,12248,LBHO65,"SN=N:11.2,C:13.7",v3.0,nightonly=done,IGMPARS=yes,FPN=t_im_SP
SDSSJ015530.02-085704.0,,,,,,,,,,,,,,,,,QSO,165.72,-66.34,0.16443,Tumlinson,12248,LBHO66,"SN=N:10.5,C:8.9",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ115722.40+114040.0,,,,,,,,,,,,,,,,,Sey,260.91,70.01,0.29091,Borthakur,14071,"LCX215,65",SN=N:10.3,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ155821.90+120532.0,,,,,,,,,,,,,,,,,QSO,23.43,43.79,0.57452,Borthakur,14071,"LCX219,69",SN=N:10.2,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ121640.60+071224.0,,,,,,,,,,,,,,,,,QSO,278.86,68.44,0.58756,Putman,11698,LB1V02,SN=N:10.2,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ112448.30+531818.0,,,,,,,,,,,,,,,,,QSO,148.53,59.30,0.53151,Wakker,14240,LCWM06,SN=N:10.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ105958.90+251709.0,,,,,,,,,,,,,,,,,QSO,210.81,64.98,0.66278,Tumlinson,12248,LBHO89,"SN=N:10.0,C:9.7",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
CXO_J022224+4221,,,,,,,,,,,,,,,,,QSO,140.35,-17.41,1.18100,Bregman,12904,LC3E01-03,SN=N:9.8,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ105220.60+101751.0,,,,,,,,,,,,,,,,,Sey,238.17,57.31,0.24620,Borthakur,14071,"LCX223,73",SN=N:9.4,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1217.2+2749,,,,,,,,,,,,,,,,,QSO,205.67,82.39,0.39566,Wakker,14772,LD5Z31,SN=N:9.2,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ114046.10+113649.0,,,,,,,,,,,,,,,,,QSO,252.59,67.29,0.68736,Borthakur,14071,LCX210,SN=N:9.1,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1002.9+3240,,,,,,,,,,,,,,,,,QSO,193.80,53.30,0.82848,Heckman,12603,LBS349,SN=N:8.2,v3.3.4,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS971,,,,,,,,,,,,,,,,,Sey,148.64,58.53,0.10304,Wakker,14240,LCWM07,SN=N:8.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO327,,,,,,,,,,,,,,,,,QSO,184.71,67.34,0.63597,Tumlinson,11598,LB5N16,"SN=N:7.3,C:6.1",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ084349.50+411741.0,,,,,,,,,,,,,,,,,QSO,180.20,38.01,0.99000,Tumlinson,12248,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1115+080A1,,,,,,,,,,,,,,,,,QSO,249.89,60.64,1.73550,Heckman,12603,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
NGC1275,,,,,,,,,,,,,,,,,Sey,150.58,-13.26,0.01756,,C06302,.,SN=O:1.0,vXXX,nightonly=TODO,IGMPARS=no,FPN=fuse
PG1211+143,,,,,,,,,,,,,,,,,QSO,267.55,74.32,0.08090,Lee,13947,LCS502,"SN=N:13.9,C:14.8,O:17.6",v3.3.4,nightonly=TODO,IGMPARS=yes,FPN=none_ID
IRAS_Z06229-6434,,,,,,,,,,,,,,,,,QSO,274.31,-27.32,0.12889,Howk,11692,"LB3J09,58","SN=N:28.2,C:22.1,O:4.7",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1330.8+3119,,,,,,,,,,,,,,,,,QSO,61.28,80.43,0.24232,Tumlinson,12248,LBHO85,"SN=N:13.8,C:14.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO395,,,,,,,,,,,,,,,,,QSO,161.26,77.01,0.17108,Tumlinson,12248,LBHO62,"SN=N:13.8,C:11.4",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,,,,,,,,,,,,,,,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
2E1219+0447,,,,,,,,,,,,,,,,,Sey,284.18,66.29,0.09400,Borthakur,14071,LCX205,SN=N:11.7,v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1356.4+2515,,,,,,,,,,,,,,,,,Sey,29.27,75.31,0.16404,Tumlinson,12248,LBHO57,"SN=N:11.2,C:8.2",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PHL1444,,,,,,,,,,,,,,,,,QSO,182.15,-57.42,0.37778,Tumlinson,12248,LBHO74,"SN=N:9.1,C:10.0",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1220+0939,,,,,,,,,,,,,,,,,QSO,281.08,71.05,0.68236,Putman,11698,LB1V10,SN=N:11.7,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
2E1530+1511,,,,,,,,,,,,,,,,,Sey,23.46,50.56,0.09000,Borthakur,14071,"LCX208,58",SN=N:9.1,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ113325.80+242328.0,,,,,,,,,,,,,,,,,QSO,217.43,72.24,0.53500,Borthakur,14071,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ121018.35+015405.9,,,,,,,,,,,,,,,,,QSO,279.86,62.92,0.21600,Tejos,15293,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1121.2+0326,,,,,,,,,,,,,,,,,Sey,256.73,57.97,0.15199,Tumlinson,12248,LBHO63,"SN=N:4.2,C:6.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ164251.06+392408.9,,,,,,,,,,,,,,,,,QSO,62.91,40.95,2.38230,Churchill,13398,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ135726.27+043541.4,,,,,,,,,,,,,,,,,QSO,340.77,62.51,1.23453,Morris,12264,LBJ005-08,"SN=N:21.0,C:13.3",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1100.8+2839,,,,,,,,,,,,,,,,,QSO,202.91,65.58,0.24298,Bowen,13749,LCJV50,SN=N:11.3,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ021218.32-073719.8,,,,,,,,,,,,,,,,,QSO,171.15,-62.66,0.17392,Tumlinson,12248,"LBHO83,92","SN=N:11.2,C:9.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
WCom,,,,,,,,,,,,,,,,,BLLac,234.22,78.21,0.10200,Wakker,14772,LD5Z40,SN=N:9.1,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
PHL1444,,,,,,,,,,,,,,,,,QSO,182.15,-57.42,0.37778,Tumlinson,12248,LBHO74,"SN=N:9.1,C:10.0",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
1222+090,,,,,,,,,,,,,,,,,QSO,283.16,70.61,0.53000,Putman,11698,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
TON694,,,,,,,,,,,,,,,,,QSO,55.68,87.19,1.30200,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
TON605,,,,,,,,,,,,,,,,,BLLac,188.87,82.05,0.13000,Furniss,13651,LCL201,"SN=N:27.8,C:22.8",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
PKS2005-489,,,,,,,,,,,,,,,,,BLLac,350.37,-32.60,0.07100,Green,11520,LB4R03,"SN=N:23.1,C:18.1,O:18.0",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
HE0419-5657,,,,,,,,,,,,,,,,,QSO,266.78,-42.76,0.94700,Chen,15163,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
US136,,,,,,,,,,,,,,,,,QSO,63.02,87.56,1.36000,"Borthakur,Putman","13314,13382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ140732.20+550725.0,,,,,,,,,,,,,,,,,QSO,101.86,58.78,1.02825,Bowen,12486,"LBP230,35",SN=N:15.0,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ112439.50+113117.0,,,,,,,,,,,,,,,,,Sey,246.17,64.34,0.14284,Borthakur,14071,LCX220,SN=N:9.4,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ123734.50+253820.0,,,,,,,,,,,,,,,,,QSO,237.78,86.56,0.55400,Bowen,15196,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
