status,FinalName,NewTARGETLISTname,PreviousTARGETLISTname,NEDname,Obslog name,Alternative names
OK,RBS390,RBS390,RBS390,RBS390,SDSSJ031027.82-0,['SDSSJ031027.82-004950.7']
OK,RBS563,RBS563,RBS563,RBS563,RBS563,['RX_J0438.5-6148']
OK,RBS567,RBS567,RBS567,RBS567,"RXJ0439.6-5311,RXJ04396-5311",['RX_J0439.6-5311']
new,RBS799,RBS799,RBS799,RBS799,SDSSJ094733.21+1,['RX_J0947.5+1005']
OK,RBS877,RBS877,RBS877,RBS877,1ES1028+511,['RX_J1031.3+5053']
OK,RX_J0048.3+3941,RX_J0048.3+3941,RX_J0048.3+3941,RX_J0048.3+3941,"IO-AND,QSO0045+3926",[]
OK,RX_J0209.5-0438,RX_J0209.5-0438,RX_J0209.5-0438,PB09053,FIRST-J020930.7-,['PB9053']
OK,RX_J0503.1-6634,RX_J0503.1-6634,RX_J0503.1-6634,RX_J0503.1-6634,"CAL-F,CAL-F-COPY",[]
OK,RX_J0714.5+7408,RX_J0714.5+7408,RX_J0714.5+7408,RX_J0714.5+7408,RXJ07145+7408,[]
OK,RX_J0826.5+0742,RX_J0826.5+0742,RXS_J0826.5+0742,RXJ0826.5+0742,SDSSJ082633.51+0,[]
new,RX_J0925.9+4004,RX_J0925.9+4004,Q_J0925+400,FBQSJ092554.7+400414,SDSSJ092554.70+4,['SDSSJ0925+4004']
new,RX_J0925.9+4535,RX_J0925.9+4535,SDSSJ092554.50+453544.0,RXJ0925.9+4535,SDSSJ092554.43+4,[]
new,RX_J0949.8+3902,RX_J0949.8+3902,RX_J0949.8+3902,RX_J0949.8+3902,SDSSJ094952.91+3,[]
new,RX_J0951.4+3542,RX_J0951.4+3542,KUG09484+3557,KUG09484+3557,2MASS-J09512393+,['KUG09484+3557']
OK,RX_J1001.1+2911,RX_J1001.1+2911,SDSSJ100110.20+291137.0,2MASSJ10011021+2911376,BZBJ1001+2911,[]
new,RX_J1002.9+3240,RX_J1002.9+3240,KUV10000+3255,KUV10000+3255,VV96-J100254.6+3,"['KUV10000+3255', 'SDSSJ100254.51+324039.0']"
new,RX_J1017.5+4702,RX_J1017.5+4702,PC1014+4717,PC1014+4717,J101730.98+47022,[]
new,RX_J1121.2+0326,RX_J1121.2+0326,SDSSJ112114.20+032546.0,IRASF11186+0342,SDSSJ112114.22+0,[]
new,RX_J1210.6+3157,RX_J1210.6+3157,B2_1208+32A,B21208+32A,SDSSJ121037.56+3,['SDSSJ121037.57+315706.0']
new,RX_J1218.8+1015,RX_J1218.8+1015,QSO1216+1032,LBQS1216+1032,SDSSJ121850.51+1,['SDSSJ121850.51+101554.1']
new,RX_J1221.0+1554,RX_J1221.0+1554,QSO1218+1611,LBQS1218+1611,SDSSJ122102.49+1,['SDSSJ122102.49+155447.0']
new,RX_J1223.2+0922,RX_J1223.2+0922,QSO1220+0939,LBQS1220+0939,SDSSJ122317.79+0,['SDSSJ122317.79+092306.9']
new,RX_J1232.5+0603,RX_J1232.5+0603,RXS_J1232.5+0603,RXS_J1232.5+0603,SDSSJ123235.82+0,[]
new,RX_J1236.0+2641,RX_J1236.0+2641,SDSSJ123604.10+264136.0,RXJ1236.0+2641,SDSSJ123604.02+2,[]
new,RX_J1303.7+2633,RX_J1303.7+2633,US199,PB03266,RX.J1303.7+2633,"['PB3266', 'US199']"
OK,RX_J1330.8+3119,RX_J1330.8+3119,RX_J1330.8+3119,RX_J1330.8+3119,SDSSJ133053.27+3,[]
new,RX_J1342.1+0505,RX_J1342.1+0505,RX_J1342.1+0505,RX_J1342.1+0505,SDSSJ134206.56+0,[]
new,RX_J1342.7+1844,RX_J1342.7+1844,RX_J1342.7+1844,PB04055,SDSSJ134246.89+1,['PB4055']
new,RX_J1348.9+4303,RX_J1348.9+4303,SDSSJ134854.80+430308.0,RXJ1348.9+4303,J134854.76+43030,[]
new,RX_J1419.3+3202,RX_J1419.3+3202,CSO1042,PB03578,J1419P3203,"['PB3578', 'SDSSJ141916.71+320302.9']"
new,RX_J1424.9+4214,RX_J1424.9+4214,CSO448,CSO448,J142455.53+42140,['CSO448']
new,RX_J1426.2+1955,RX_J1426.2+1955,RX_J1426.2+1955,RX_J1426.2+1955,J142613.31+19552,[]
new,RX_J1429.6+0321,RX_J1429.6+0321,SDSSJ142940.74+032125.8,RXJ1429.6+0321,2MASS-J14294076+,[]
OK,RX_J1435.1+3604,RX_J1435.1+3604,SDSSJ143511.50+360436.0,RXJ1435.1+3604,SDSSJ143511.53+3,[]
OK,RX_J1500.5+5517,RX_J1500.5+5517,RX_J1500.5+5517,CSO0712,CSO712,"['CSO712', 'SBS1459+554', 'SDSSJ150030.65+551709.1']"
OK,RX_J1503.2+6810,RX_J1503.2+6810,RX_J1503.2+6810,RX_J1503.2+6810,RXSJ15032+6809,[]
OK,RX_J1508.8+6814,RX_J1508.8+6814,RX_J1508.8+6814,RX_J1508.8+6814,NPM1G+68.0125,['IRAS_F15083+6825']
new,RX_J1544.5+2827,RX_J1544.5+2827,RXS_J1544.5+2827,RXS_J1544.5+2827,J1544P2827,[]
new,RX_J1550.8+4001,RX_J1550.8+4001,SDSSJ155048.30+400144.0,RXJ1550.8+4001,SDSSJ155048.29+4,[]
OK,RX_J1553.0+3548,RX_J1553.0+3548,RX_J1553.0+3548,SDSSJ1553+3548,SDSSJ155304.92+3,[]
new,RX_J1605.3+1448,RX_J1605.3+1448,RX_J1605.3+1448,RX_J1605.3+1448,SDSS-J160519.70+,[]
OK,RX_J1608.3+6018,RX_J1608.3+6018,RX_J1608.3+6018,RX_J1608.3+6018,RXSJ16083+6018,['RX_J1608.3+6018ID']
new,RX_J1616.8+4154,RX_J1616.8+4154,SDSSJ161649.40+415416.0,RXJ1616.8+4154,SDSSJ161649.42+4,[]
OK,RX_J1717.5+6559,RX_J1717.5+6559,RX_J1717.5+6559,RX_J1717.5+6559,SDSSJ171737.95+6,[]
OK,SBS0335-052,SBS0335-052,CXOCY_J03377-0502,CXOJ033742.7-050254,"SBS0335-052,SBS0335-052-OBJE",[]
new,SBS0924+606B,SBS0924+606B,SDSSJ092837.98+602521.0,SBS0924+606B,SDSSJ092837.98+6,"['RX_J0928.5+6025', 'RX_J0928.5+6025ID', 'RX_J0928.6+6025', 'SBS0925+606', 'SDSSJ0928+6025']"
OK,SBS0934+546,SBS0934+546,SBS0934+546,SBS0934+546,SDSSJ093813.49+5,"['SBS0934+547', 'SDSSJ093813.44+542824.9']"
OK,SBS0957+599,SBS0957+599,SBS0957+599,SBS0957+599,SDSSJ100102.55+5,['SDSSJ1001+5944']
OK,SBS1108+560,SBS1108+560,SBS1108+560,SBS1108+560,SBS1108+560,"['RX_J1111.5+5547', 'SDSSJ111132.17+554726.0']"
OK,SBS1122+594,SBS1122+594,SBS1122+594,SBS1122+594,"1123+5926,SBS1122+594,SBSG1122+594","['SBS1123+594A', 'SDSSJ112553.79+591021.5']"
new,SBS1337+542,SBS1337+542,SBS1337+542,SBS1337+541,J133912.37+53552,"['RX_J1339.2+5355', 'SBS1337+542', 'SDSSJ133912.37+535527.3']"
new,SBS1342+560,SBS1342+560,SBS1342+560,SBS1342+560,J134447.56+55465,"['@', 'SDSSJ134447.55+554656.8']"
OK,SBS1415+437,SBS1415+437,SBS1415+437,SBS1415+437,"SBS1415+437,SBS1415+437-OBJE","['CG389', 'CGCG1415.0+4344', 'CGCG219-066', 'KISSR1752', 'MCG+07-29-060', 'PB1927', 'SDSSJ141701.40+433005.4']"
OK,SBS1435+509,SBS1435+509,SBS1435+509,SBS1435+509,SDSSJ143726.14+5,"['RX_J1437.4+5045', 'RX_J1437.4+5045ID', 'SDSSJ143726.14+504555.8']"
OK,SBS1458+535,SBS1458+535,SBS1458+535,SBS1458+535,SBS1458+534,"['RX_J1459.8+5319', 'RX_J1459.8+5319ID', 'SDSSJ145949.59+531908.9']"
OK,SBS1521+598,SBS1521+598,SBS1521+598,SBS1521+598,SBS1521+598,"['RX_J1521.8+5940', 'SBS1521+598', 'SDSSJ152153.80+594020.0']"
OK,SBS1537+577,SBS1537+577,SBS1537+577,SBS1537+577,MCG+10-22-028,"['IRAS_F15369+5745', 'MCG+10-22-028', 'SDSSJ153810.04+573613.1']"
OK,SBS1551+572,SBS1551+572,SBS1551+572,SBS1551+572,SBS1551+572,"['RX_J1552.5+5705', 'RX_J1552.5+5705ID', 'SDSSJ155232.51+570516.0']"
OK,SBS1624+575,SBS1624+575,SBS1624+575,SBS1624+575,SBS1624+575,['SDSSJ162526.54+572727.8']
OK,SBS1648+547,SBS1648+547,SBS1648+547,SBS1648+547,IRAS16487+5447,"['IRAS16487+5447', 'IRAS_F16487+5447']"
new,SDSSJ090704.80+532656.7,SDSS-J090704.88+,SDSS-J090704.88+,SHOC240,SDSS-J090704.88+,[]
new,SDSSJ125013.50+073441.5,SDSS-J125013.50+,SDSS-J125013.50+,SDSSJ125013.50+073441.5,SDSS-J125013.50+,[]
new,SDSSJ130728.69+542649.6,SDSS-J130728.45+,SDSS-J130728.45+,SDSSJ130728.69+542649.6,SDSS-J130728.45+,[]
new,UGC8335,SDSS-J131535.06+,SDSS-J131535.06+,UGC08335B,SDSS-J131535.06+,"['CGCG294-028NED02', 'IRAS13136+6223', 'IRAS_F13136+6223', 'MCG+10-19-057', 'VV250']"
new,SDSSJ140347.22+062812.1,SDSS-J140347.22+,SDSS-J140347.22+,SDSSJ140347.22+062812.1,SDSS-J140347.22+,[]
OK,SDSSJ004222.29-103743.8,SDSSJ004222.29-103743.8,SDSSJ004222.29-103743.8,PB08488,SDSSJ004222.29-1,"['PB8488', 'SDSSJ004222.29-103743.6']"
OK,SDSSJ014143.20+134032.0,SDSSJ014143.20+134032.0,SDSSJ014143.20+134032.0,IRASF01390+1325,SDSSJ014143.20+1,"['IRAS_F01390+1325', 'SDSSJ014143.18+134032.8']"
new,IRAS01477+1254,SDSSJ015028.4+13,IRAS01477+1254,IRAS01477+1254,SDSSJ015028.4+13,"['IRAS_F01478+1254', 'SDSSJ015028.39+130858.4']"
OK,SDSSJ015530.02-085704.0,SDSSJ015530.02-085704.0,SDSSJ015530.02-085704.0,SDSSJ015530.02-085704.0,"NEWQZ008,SDSSJ015530.02-0",['SDSSJ015530.01-085704.0']
OK,SDSSJ015952.95+134554.3,SDSSJ015952.95+134554.3,SDSSJ015952.95+134554.3,SDSSJ015952.95+134554.3,VV2006-J015953.0,[]
OK,SDSSJ021218.32-073719.8,SDSSJ021218.32-073719.8,SDSSJ021218.32-073719.8,PB09082,SDSSJ021218.32-0,"['PB9082', 'SDSSJ021218.32-073719.7']"
new,SDSSJ021348.53+125951.4,SDSSJ021348.53+1,SDSSJ021348.53+125951.4,SDSSJ021348.53+125951.4,SDSSJ021348.53+1,[]
new,SDSSJ022614.50+001529.0,SDSSJ022614.50+001529.0,SDSSJ022614.50+001529.0,SDSSJ022614.50+001529.0,SDSSJ022614.46+0,['SDSSJ022614.46+001529.7']
OK,SDSSJ030321.41-075923.2,SDSSJ030321.41-075923.2,SDSSJ030321.41-075923.2,SDSSJ030321.41-075923.2,GP0303-0759,[]
new,SDSSJ040148.98-054056.5,SDSSJ040148.98-054056.5,SDSSJ040148.98-054056.5,SDSSJ040148.98-054056.5,SDSSJ040148.98-0,['SDSSJ040148.97-054056.6']
new,SDSSJ080359.23+433258.4,SDSSJ080359.23+433258.4,SDSSJ080359.23+433258.4,RXSJ080358.9+433248,SDSSJ080359.23+4,['SDSSJ080359.22+433258.4']
OK,SDSSJ080838.80+051440.0,SDSSJ080838.80+051440.0,SDSSJ080838.80+051440.0,SDSSJ080838.80+051440.0,VV2006-J080838.8,['SDSSJ080838.84+051439.9']
new,KUV08054+3958,SDSSJ080844.26+3,SDSSJ080844.26+394852.3,SDSSJ080844.26+394852.3,SDSSJ080844.26+3,['SDSSJ080844.26+394852.3']
OK,SDSSJ080908.13+461925.6,SDSSJ080908.13+461925.6,SDSSJ080908.13+461925.6,SDSSJ080908.13+461925.6,SDSSJ080908.13+4,['SDSSJ080908.13+461925.5']
OK,SDSSJ082024.20+233450.0,SDSSJ082024.20+233450.0,SDSSJ082024.20+233450.0,SDSSJ082024.20+233450.0,SDSSJ082024.21+2,['SDSSJ082024.21+233450.4']
new,SDSSJ084159.20+140642.0,SDSSJ084159.20+140642.0,SDSSJ084159.20+140642.0,SDSSJ084159.20+140642.0,J084159.13+14064,['SDSSJ084159.13+140642.1']
new,SDSSJ084349.50+411741.0,SDSSJ084349.50+411741.0,SDSSJ084349.50+411741.0,SDSSJ084349.50+411741.0,SDSSJ084349.49+4,['SDSSJ084349.49+411741.6']
new,SDSSJ085259.20+031320.0,SDSSJ085259.20+031320.0,SDSSJ085259.20+031320.0,2MASXJ08525919+0313200,"SDSSJ085259.22+0,VV2006-J085259.2",['SDSSJ085259.22+031320.6']
new,SDSSJ091029.70+101413.0,SDSSJ091029.70+101413.0,SDSSJ091029.70+101413.0,SDSSJ091029.70+101413.0,SDSSJ091029.75+1,['SDSSJ091029.75+101413.5']
OK,SDSSJ091113.34+183108.1,SDSSJ091113.34+183108.1,SDSSJ091113.34+183108.1,SDSSJ091113.34+183108.1,GP0911+1831,[]
new,SDSSJ091235.40+295725.0,SDSSJ091235.40+295725.0,SDSSJ091235.40+295725.0,SDSSJ091235.40+295725.0,SDSSJ091235.42+2,['SDSSJ091235.42+295725.4']
new,SDSSJ091431.80+083742.0,SDSSJ091431.80+083742.0,SDSSJ091431.80+083742.0,SDSSJ091431.80+083742.0,VV2006-J091431.8,['SDSSJ091431.77+083742.7']
new,SDSSJ091440.40+282330.0,SDSSJ091440.40+282330.0,SDSSJ091440.40+282330.0,SDSSJ091440.40+282330.0,SDSSJ091440.38+2,['SDSSJ091440.38+282330.6']
OK,SDSSJ092159.40+450912.0,SDSSJ092159.40+450912.0,SDSSJ092159.40+450912.0,SDSSJ092159.40+450912.0,"2MASS-J09215939+,SDSSJ092159.38+4",['SDSSJ092159.38+450912.3']
new,SDSSJ092600.40+442736.1,SDSSJ092600.4+44,SDSSJ092600.40+442736.1,SDSSJ092600.40+442736.1,SDSSJ092600.4+44,[]
new,SDSSJ093001.90+284858.0,SDSSJ093001.90+284858.0,SDSSJ093001.90+284858.0,SDSSJ093001.90+284858.0,SDSS-J093001.90+,['SDSSJ093001.90+284858.4']
new,SDSSJ093116.70+262847.0,SDSSJ093116.70+262847.0,SDSSJ093116.70+262847.0,SDSSJ093116.70+262847.0,2MASS-J09311671+,['SDSSJ093116.70+262847.4']
new,SDSSJ093706.90+170021.0,SDSSJ093706.90+170021.0,SDSSJ093706.90+170021.0,SDSSJ093706.90+170021.0,SDSS-J093706.85+,['SDSSJ093706.85+170021.5']
OK,SDSSJ094331.60+053131.0,SDSSJ094331.60+053131.0,SDSSJ094331.60+053131.0,SDSSJ094331.60+053131.0,SDSSJ094331.61+0,['SDSSJ094331.61+053131.4']
new,SDSSJ095109.10+330745.0,SDSSJ095109.10+330745.0,SDSSJ095109.10+330745.0,SDSSJ095109.10+330745.0,SDSSJ095109.12+3,['SDSSJ095109.12+330745.8']
new,SDSSJ095914.80+320357.0,SDSSJ095914.80+320357.0,SDSSJ095914.80+320357.0,2MASSJ09591486+3203573,2MASS-J09591486+,['SDSSJ095914.85+320357.2']
OK,SDSSJ095915.60+050355.0,SDSSJ095915.60+050355.0,SDSSJ095915.60+050355.0,SDSSJ095915.60+050355.0,SDSSJ095915.65+0,['SDSSJ095915.65+050355.1']
OK,SDSSJ100902.10+071344.0,SDSSJ100902.10+071344.0,SDSSJ100902.10+071344.0,SDSSJ100902.10+071344.0,SDSSJ100902.06+0,['SDSSJ1009+0713']
new,SDSSJ101318.00+050033.0,SDSSJ101318.00+050033.0,SDSSJ101318.00+050033.0,SDSSJ101318.00+050033.0,2MASS-J10131797+,['SDSSJ101317.98+050034.0']
new,SDSSJ101622.60+470643.0,SDSSJ101622.60+470643.0,SDSSJ101622.60+470643.0,SDSSJ101622.60+470643.0,SDSSJ101622.60+4,['SDSSJ101622.60+470643.3']
new,SDSSJ102056.30+100333.0,SDSSJ102056.30+100333.0,SDSSJ102056.30+100333.0,SDSSJ102056.30+100333.0,J102056.37+10033,['SDSSJ102056.37+100332.7']
new,SDSSJ102512.80+480852.0,SDSSJ102512.80+480852.0,SDSSJ102512.80+480852.0,2MASSJ10251287+4808532,J102512.86+48085,['SDSSJ102512.85+480853.2']
OK,SDSSJ103216.14+505119.7,SDSSJ103216.14+505119.7,SDSSJ103216.14+505119.7,HELLAS300,"1SAXJ1032.3+5051,1SAXJ10323+5051",['SDSSJ103216.13+505119.6']
new,SDSSJ103304.90+211216.0,SDSSJ103304.90+211216.0,SDSSJ103304.90+211216.0,SDSSJ103304.90+211216.0,SDSS-J103304.86+,['SDSSJ103304.86+211216.1']
new,SDSSJ104709.80+130454.0,SDSSJ104709.80+130454.0,SDSSJ104709.80+130454.0,SDSSJ104709.80+130454.0,SDSSJ104709.83+1,['SDSSJ104709.83+130454.6']
new,SDSSJ104741.80+151331.0,SDSSJ104741.80+151331.0,SDSSJ104741.80+151331.0,SDSSJ104741.80+151331.0,SDSS104741.75+15,['SDSSJ104741.75+151332.2']
new,SDSSJ104816.30+120735.0,SDSSJ104816.30+120735.0,SDSSJ104816.30+120735.0,SDSSJ104816.30+120735.0,SDSSJ104816.25+1,['SDSSJ104816.25+120734.7']
new,SDSSJ104843.50+130605.0,SDSSJ104843.50+130605.0,SDSSJ104843.50+130605.0,SDSSJ104843.50+130605.0,SDSSJ104843.49+1,['SDSSJ104843.49+130605.9']
new,SDSSJ105125.80+124746.0,SDSSJ105125.80+124746.0,SDSSJ105125.80+124746.0,SDSSJ105125.80+124746.0,2MASS-J10512569+,['SDSSJ105125.72+124746.3']
OK,SDSSJ105330.82+523752.8,SDSSJ105330.82+523752.8,GP1054+5238,SDSSJ105330.82+523752.8,GP1054+5238,[]
new,SDSSJ105910.90+051935.0,SDSSJ105910.90+051935.0,SDSSJ105910.90+051935.0,SDSSJ105910.90+051935.0,VV2006-J105910.9,['SDSSJ105910.89+051935.3']
new,SDSSJ105945.30+144142.0,SDSSJ105945.30+144142.0,SDSSJ105945.30+144142.0,SDSSJ105945.30+144142.0,SDSSJ105945.23+1,['SDSSJ105945.23+144142.9']
new,SDSSJ105956.10+121151.0,SDSSJ105956.10+121151.0,SDSSJ105956.10+121151.0,SDSSJ105956.10+121151.0,VV2006-J105956.1,"['SDSSJ105956.14+121151.1', 'VV2006-J105956.1+121151']"
new,SDSSJ105958.90+251709.0,SDSSJ105958.90+251709.0,SDSSJ105958.90+251709.0,SDSSJ105958.90+251709.0,SDSSJ105958.82+2,['SDSSJ105958.82+251708.8']
new,SDSSJ110236.70+052117.0,SDSSJ110236.70+052117.0,SDSSJ110236.70+052117.0,SDSSJ110236.70+052117.0,J110236.65+05211,['SDSSJ110236.65+052117.0']
new,SDSSJ111507.60+023757.0,SDSSJ111507.60+023757.0,SDSSJ111507.60+023757.0,SDSSJ111507.60+023757.0,VV2006-J111507.6,['SDSSJ111507.65+023757.5']
new,SDSSJ112005.00+041323.0,SDSSJ112005.00+041323.0,SDSSJ112005.00+041323.0,SDSSJ112005.00+041323.0,VV2006-J112005.0,['SDSSJ112004.99+041323.2']
new,SDSSJ112224.10+031802.0,SDSSJ112224.10+031802.0,SDSSJ112224.10+031802.0,SDSSJ112224.10+031802.0,VV2006-J112224.1,['SDSSJ112224.15+031802.5']
new,SDSSJ112632.90+120437.0,SDSSJ112632.90+120437.0,SDSSJ112632.90+120437.0,SDSSJ112632.90+120437.0,J112632.91+12043,['SDSSJ112632.91+120437.3']
new,SDSSJ113137.10+155644.0,SDSSJ113137.10+155644.0,SDSSJ113137.10+155644.0,SDSSJ113137.10+155644.0,SDSS-J113137.16+,['SDSSJ113137.16+155645.3']
new,SDSSJ113210.50+133509.0,SDSSJ113210.50+133509.0,SDSSJ113210.50+133509.0,SDSSJ113210.50+133509.0,2MASS-J11321056+,['SDSSJ113210.55+133509.2']
OK,SDSSJ113303.78+651341.3,SDSSJ113303.78+651341.3,SDSSJ113303.78+651341.3,SHOC333,GP1133+6514,[]
new,SDSSJ113327.78+032719.1,SDSSJ113327.78+032719.1,SDSSJ113327.78+032719.1,SDSSJ113327.78+032719.1,SDSSJ113327.78+0,[]
new,SDSSJ115552.80+292238.0,SDSSJ115552.80+292238.0,SDSSJ115552.80+292238.0,SDSSJ115552.80+292238.0,SDSS-J115552.80+,['SDSSJ115552.80+292238.4']
new,SDSSJ115758.73-002220.8,SDSSJ115758.73-002220.8,SDSSJ115758.73-002220.8,SDSSJ115758.73-002220.8,SDSSJ115758.72-0,['SDSSJ115758.72-002220.7']
new,SDSSJ120721.00+262428.0,SDSSJ120721.00+262428.0,SDSSJ120721.00+262428.0,SDSSJ120721.00+262428.0,SDSSJ120720.99+2,['SDSSJ120720.99+262429.1']
new,SDSSJ121640.60+071224.0,SDSSJ121640.60+071224.0,SDSSJ121640.60+071224.0,SDSSJ121640.60+071224.0,SDSSJ121640.56+0,['SDSSJ121640.56+071224.3']
OK,SDSSJ121903.98+152608.5,SDSSJ121903.98+152608.5,SDSSJ121903.98+152608.5,SDSSJ121903.98+152608.5,GP1219+1526,[]
new,SDSSJ122018.43+064119.6,SDSSJ122018.43+064119.6,1AXG_J122017+0641,1AXG_J122017+0641,SDSSJ122018.43+0,[]
new,SDSSJ123426.80+072411.0,SDSSJ123426.80+072411.0,SDSSJ123426.80+072411.0,SDSSJ123426.80+072411.0,SDSSJ123426.80+0,['SDSSJ123426.80+072411.3']
new,SDSSJ123647.80+060048.0,SDSSJ123647.80+060048.0,SDSSJ123647.80+060048.0,SDSSJ123647.80+060048.0,SDSSJ123647.72+0,['SDSSJ123647.71+060048.3']
new,SDSSJ124154.00+572107.0,SDSSJ124154.00+572107.0,SDSSJ124154.00+572107.0,SDSSJ124154.00+572107.0,SDSSJ124154.02+5,[]
OK,SDSSJ124423.37+021540.4,SDSSJ124423.37+021540.4,SDSSJ124423.37+021540.4,SDSSJ124423.37+021540.4,GP1244+0216,[]
OK,SDSSJ124834.63+123402.9,SDSSJ124834.63+123402.9,SDSSJ124834.63+123402.9,SDSSJ124834.63+123402.9,GP1249+1234,[]
new,SDSSJ125124.60+055420.0,SDSSJ125124.60+055420.0,SDSSJ125124.60+055420.0,PB04285,VV2006-J125124.6,"['PB4285', 'SDSSJ125124.65+055420.2']"
new,SDSSJ125846.70+242739.0,SDSSJ125846.70+242739.0,SDSSJ125846.70+242739.0,SDSSJ125846.70+242739.0,SDSS.J125846.67+,['SDSSJ125846.66+242739.1']
new,SDSSJ130429.10+311308.0,SDSSJ130429.10+311308.0,SDSSJ130429.10+311308.0,SDSSJ130429.10+311308.0,SDSS.J130429.04+,['SDSSJ130429.04+311308.2']
new,SDSSJ130524.30+035731.0,SDSSJ130524.30+035731.0,SDSSJ130524.30+035731.0,PB04495,VV2006-J130524.3,"['PB4495', 'SDSSJ130524.25+035730.9']"
new,SDSSJ131545.20+152556.0,SDSSJ131545.20+152556.0,SDSSJ131545.20+152556.0,SDSSJ131545.20+152556.0,VV2006-J131545.2,['SDSSJ131545.20+152556.3']
new,SDSSJ131802.10+262830.0,SDSSJ131802.10+262830.0,SDSSJ131802.10+262830.0,SDSSJ131802.10+262830.0,SDSS-J131802.01+,['SDSSJ131802.01+262830.3']
new,SDSSJ132222.70+464535.0,SDSSJ132222.70+464535.0,SDSSJ132222.70+464535.0,PB00159,SDSSJ132222.68+4,"['PB159', 'SDSSJ132222.68+464535.2']"
new,SDSSJ132503.80+271719.0,SDSSJ132503.80+271719.0,SDSSJ132503.80+271719.0,SDSSJ132503.80+271719.0,2MASS-J13250381+,['SDSSJ132503.79+271718.8']
new,SDSSJ133045.10+281321.0,SDSSJ133045.10+281321.0,SDSSJ133045.10+281321.0,SDSSJ133045.10+281321.0,SDSSJ133045.15+2,['SDSSJ133045.15+281321.4']
new,SDSSJ134822.30+245650.0,SDSSJ134822.30+245650.0,SDSSJ134822.30+245650.0,SDSSJ134822.30+245650.0,2MASS-J13482237+,['SDSSJ134822.31+245650.1']
new,SDSSJ135341.03+361948.0,SDSSJ135341.03+361948.0,SDSSJ135341.03+361948.0,SDSSJ135341.03+361948.0,SDSSJ135341.03+3,['SDSSJ135341.03+361947.9']
new,SDSSJ135424.90+243006.3,SDSSJ135424.90+243006.3,SDSSJ135424.90+243006.3,SDSSJ135424.90+243006.3,SDSS-J135424.90+,[]
new,SDSSJ135625.55+251523.7,SDSSJ135625.55+251523.7,RXS_J1356.4+2515,RXS_J1356.4+2515,SDSSJ135625.55+2,['RX_J1356.4+2515']
new,SDSSJ135712.60+170444.0,SDSSJ135712.60+170444.0,SDSSJ135712.60+170444.0,SDSSJ135712.60+170444.0,SDSSJ135712.61+1,['SDSSJ135712.61+170444.1']
new,SDSSJ135726.27+043541.4,SDSSJ135726.27+043541.4,QSO1354+0450,[HB89]1354+048,SDSS-J135726.27+,[]
OK,SDSSJ140428.30+335342.0,SDSSJ140428.30+335342.0,SDSSJ140428.30+335342.0,SDSSJ140428.30+335342.0,2MASS-J14042827+,['SDSSJ140428.28+335342.6']
new,SDSSJ140655.66+015712.8,SDSSJ140655.66+015712.8,SDSSJ140655.66+015712.8,SDSSJ140655.66+015712.8,VV2006-J140655.7,[]
new,SDSSJ140732.20+550725.0,SDSSJ140732.20+550725.0,SDSSJ140732.20+550725.0,SDSSJ140732.20+550725.0,SDSSJ140732.25+5,['SDSSJ140732.25+550725.4']
new,SDSSJ140854.20+565743.0,SDSSJ140854.20+565743.0,SDSSJ140854.20+565743.0,SDSSJ140854.20+565743.0,J140854.17+56574,['SDSSJ140854.16+565743.3']
new,SDSSJ141038.40+230447.0,SDSSJ141038.40+230447.0,SDSSJ141038.40+230447.0,SDSSJ141038.40+230447.0,SDSS-J141038.39+,['SDSSJ141038.39+230447.1']
new,SDSSJ141542.90+163414.0,SDSSJ141542.90+163414.0,SDSSJ141542.90+163414.0,SDSSJ141542.90+163414.0,SDSSJ141542.90+1,['SDSSJ141542.90+163413.7']
OK,SDSSJ142405.72+421646.2,SDSSJ142405.72+421646.2,GP1424+4217,SDSSJ142405.72+421646.2,GP1424+4217,[]
new,SDSSJ142859.10+322507.0,SDSSJ142859.10+322507.0,SDSSJ142859.10+322507.0,PB03651,J142859.03+32250,"['PB3651', 'SDSSJ142859.03+322506.8']"
OK,SDSSJ144511.20+342825.0,SDSSJ144511.20+342825.0,SDSSJ144511.20+342825.0,SDSSJ144511.20+342825.0,SDSSJ144511.28+3,['SDSSJ144511.28+342825.4']
new,SDSSJ145424.40+304658.0,SDSSJ145424.40+304658.0,SDSSJ145424.40+304658.0,SDSSJ145424.40+304658.0,SDSS-J145424.33+,['SDSSJ145424.33+304658.3']
new,SDSSJ150450.20+564921.0,SDSSJ150450.20+564921.0,SDSSJ150450.20+564921.0,SDSSJ150450.20+564921.0,SDSSJ150455.56+5,['SDSSJ150450.17+564921.4']
new,SDSSJ150928.30+070235.0,SDSSJ150928.30+070235.0,SDSSJ150928.30+070235.0,SDSSJ150928.30+070235.0,SDSS-J150928.29+,['SDSSJ150928.29+070235.7']
new,SDSSJ150952.20+111047.0,SDSSJ150952.20+111047.0,SDSSJ150952.20+111047.0,SDSSJ150952.20+111047.0,SDSS-J150952.19+,['SDSSJ150952.19+111047.0']
new,SDSSJ151237.15+012846.0,SDSSJ151237.15+012846.0,SDSSJ151237.15+012846.0,SDSSJ151237.15+012846.0,SDSS-J151237.05+,['SDSSJ151237.05+012844.8']
new,SDSSJ151428.60+361958.0,SDSSJ151428.60+361958.0,SDSSJ151428.60+361958.0,SDSSJ151428.60+361958.0,SDSSJ151428.64+3,['SDSSJ151428.64+361957.9']
