AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
RX_J1342.1+0505,SDSSJ134158.41+050155.7,"('205.5275', '5.08972')","('205.49337', '5.03214')",125.610749658,7641.76,107.6304215,15.88,6.19,x,67,16,x,14.6,x,x,0.024551,0.266,DG,[]
RX_J1342.1+0505,SDSSJ134151.92+045602.0,"('205.5275', '5.08972')","('205.46633', '4.93389')",302.095612622,7344.73,103.446909,15.59,13.72,0.2058,28,172,x,29.4,x,x,0.023558,0.266,DG,[]
RX_J1342.1+0505,SDSSJ134120.01+045722.7,"('205.5275', '5.08972')","('205.3334', '4.95632')",426.619427524,7387.96,104.0558187,13.45,10.76,0.3321,36,150,x,85.4,x,x,0.023704,0.266,DG,[]
RX_J1342.1+0505,2MASXJ13411222+0503154,"('205.5275', '5.08972')","('205.30107', '5.05433')",411.320754184,7329.09,103.2265974,12.26,8.09,0.183,48,70,x,11.1,x,x,0.023505,0.266,DG,[]
PG1444+407,UMaDwarf,"('221.69167', '40.585')","('158.72', '51.92')",76.7427770875,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.2673,SP,[]
SDSSJ151507.40+065708.0,UMaDwarf,"('228.78083', '6.95222')","('158.72', '51.92')",127.446239302,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.268,RT,[]
SDSSJ151507.40+065708.0,HIPASSJ1515+05,"('228.78083', '6.95222')","('228.82708', '5.83889')",246.752451905,900.84,12.68792008,x,x,0.0354,x,x,x,x,x,x,0.002261,0.268,RT,[]
SDSSJ151507.40+065708.0,2MASXJ15145997+0648165,"('228.78083', '6.95222')","('228.74971', '6.80465')",276.552704952,7461.83,105.0961487,17.07,7.17,3.1268,65,70,x,58.2,x,x,0.024143,0.268,RT,[]
SDSSJ151507.40+065708.0,SDSSJ151410.95+064449.0,"('228.78083', '6.95222')","('228.54564', '6.74697')",434.737596952,5688.48,80.11937243,12.23,4.77,16.1522,67,97,x,48.3,x,Extended Src [SDSS],0.018227,0.268,RT,[]
RX_J1348.9+4303,UMaDwarf,"('207.22833', '43.05222')","('158.72', '51.92')",58.6753560957,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.275,PL,[]
RX_J1348.9+4303,NGC5336,"('207.22833', '43.05222')","('208.04084', '43.24291')",395.014068978,2580.5,36.34508852,15.89,14.94,0.9411,19,80,115,7.8,.S..6*.,Scd:,0.007792,0.275,PL,[]
RX_J1348.9+4303,UGC08767,"('207.22833', '43.05222')","('207.79908', '43.55557')",405.552682834,2528.07,35.6065949,10.92,2.95,0.0339,74,101,x,61.4,x,Sc,0.007617,0.275,PL,[]
LBQS1220+1006,UMaDwarf,"('185.80042', '9.83861')","('158.72', '51.92')",83.7347330416,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.276,RT,[]
LBQS1220+1006,HIPASSJ1230+09,"('185.80042', '9.83861')","('187.59292', '9.52444')",350.924306495,795.44,11.20338599,x,x,x,x,x,x,x,x,x,0.001654,0.276,RT,[]
LBQS1220+1006,NGC4429,"('185.80042', '9.83861')","('186.86045', '11.10771')",478.676799109,1215.85,16.7,35.38,12.03,0.005,70,97,99,57.5,.LAR+..,SA(r)0+;LINER  HII,0.003055,0.276,RT,[]
LBQS1220+1006,NGC4316,"('185.80042', '9.83861')","('185.676', '9.33247')",293.367109273,1549.35,32.275,27.27,5.45,1.3596,78,110,113,83.6,.S..6?.,Sbc;Sy         LINER,0.00417,0.276,RT,[]
LBQS1220+1006,NGC4442,"('185.80042', '9.83861')","('187.01618', '9.80371')",320.279707848,831.55,15.312,26.5,13.52,1.0808,59,83,87,8.7,.LBS0..,SB(s)0^0^,0.001775,0.276,RT,[]
LBQS1220+1006,NGC4380,"('185.80042', '9.83861')","('186.34238', '10.01681')",195.8652921,1262.6,19.94,25.38,17.76,0.93,45,165,153,86.5,.SAT3*$,SA(rs)b:?;Sy   LINER,0.003212,0.276,RT,[]
LBQS1220+1006,IC3255,"('185.80042', '9.83861')","('185.89475', '9.64861')",351.788028094,6765.47,95.28834488,21.48,18.04,0.3594,32,155,x,1.1,x,Sbc(s)II,0.021567,0.276,RT,"[('UZC486', '103.220778349', '5.9786354291')]"
LBQS1220+1006,NGC4307,"('185.80042', '9.83861')","('185.52368', '9.04363')",340.717284955,1391.24,23.225,20.65,3.72,0.0511,79,25,24,6.1,.S..3./,Sb;LINER       HII,0.003643,0.276,RT,[]
LBQS1220+1006,NGC4417,"('185.80042', '9.83861')","('186.71088', '9.58426')",262.722451152,1153.49,16.138,17.74,5.32,0.0487,72,50,49,55.8,.LB..*/,SB0: sp,0.002849,0.276,RT,[]
LBQS1220+1006,NGC4356,"('185.80042', '9.83861')","('186.06054', '8.53586')",469.074307878,1437.09,20.24075843,16.41,2.62,0.1598,80,40,40,51.1,.S..6*.,Sc;LINER       HII,0.003796,0.276,RT,[]
LBQS1220+1006,SDSSJ122331.52+095820.0,"('185.80042', '9.83861')","('185.88135', '9.97223')",299.739126203,7836.56,110.3741377,14.28,12.71,3.675,27,99,x,68.2,x,x,0.025142,0.276,RT,[]
LBQS1220+1006,NGC4424,"('185.80042', '9.83861')","('186.79838', '9.42067')",297.583485877,736.44,15.95,14.18,5.96,0.6666,65,100,95,13.0,.SBS1*.,SB(s)a:        HII,0.001458,0.276,RT,[]
LBQS1220+1006,IC3220,"('185.80042', '9.83861')","('185.58997', '10.60196')",460.158809556,2366.69,33.3336529,14.06,5.82,0.0608,65,x,x,x,x,dE6,0.006895,0.276,RT,[]
LBQS1220+1006,NGC4390,"('185.80042', '9.83861')","('186.46114', '10.45906')",272.972509874,1400.72,17.4,13.61,8.44,0.0156,51,95,95,48.6,.SXS5*.,Sbc(s) II      HII,0.003673,0.276,RT,[]
LBQS1220+1006,VCC0550,"('185.80042', '9.83861')","('185.603', '9.48838')",487.088900737,4945.4,69.65347491,13.57,7.33,0.0555,57,x,-99,x,.I?....,I?,0.015497,0.276,RT,[]
LBQS1220+1006,SDSSJ122337.44+094109.0,"('185.80042', '9.83861')","('185.90602', '9.68585')",306.591624654,6747.48,95.03499258,11.65,5.36,0.0777,62,32,x,66.3,x,x,0.021507,0.276,RT,[]
LBQS1220+1006,NGC4445,"('185.80042', '9.83861')","('187.06637', '9.4362')",421.127567637,653.44,18.4,11.44,2.06,0.0112,79,105,106,2.9,.S..2*/,Sab: sp;LINER  HII,0.001181,0.276,RT,[]
PG1302-102,UMaDwarf,"('196.3875', '-10.55556')","('158.72', '51.92')",124.067790722,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.2784,MS,[]
PG1302-102,PKS1302-102:[CPC2008]2820,"('196.3875', '-10.55556')","('196.30167', '-10.41861')",22.9542102164,580.47,8.175594767,x,x,x,x,x,x,x,x,x,0.00103,0.2784,MS,[]
PG1302-102,PKS1302-102:[CPC2008]1027,"('196.3875', '-10.55556')","('196.49167', '-10.41389')",336.462692364,7829.32,110.2720804,x,x,0.0969,x,x,x,x,x,x,0.02521,0.2784,MS,[]
PG1302-102,6dFJ1310385-095554,"('196.3875', '-10.55556')","('197.661', '-9.93156')",494.269070162,1436.25,20.22890577,x,x,0.0064,x,x,x,x,x,x,0.003886,0.2784,MS,[]
PG1302-102,6dFJ1304560-094849,"('196.3875', '-10.55556')","('196.23407', '-9.81381')",322.427951259,1732.76,24.40500887,x,x,x,x,x,x,x,x,x,0.00487,0.2784,MS,[]
PG1302-102,NGC4939,"('196.3875', '-10.55556')","('196.05996', '-10.33961')",264.765870608,3381.83,39.118,43.66,30.12,8.3182,46,5,10,61.2,.SAS4..,SA(s)bc        Sy2,0.010374,0.2784,MS,[]
PG1302-102,MCG-02-34-006,"('196.3875', '-10.55556')","('197.44792', '-10.32')",404.923779419,1480.66,21.700001,18.94,15.78,0.0469,33,x,x,x,x,SAB(s)d:       Sy2,0.004037,0.2784,MS,[]
CSO1022,UMaDwarf,"('208.35833', '36.34694')","('158.72', '51.92')",66.9491535477,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.284,PL,[]
CSO1022,NGC5352,"('208.35833', '36.34694')","('208.41013', '36.13405')",438.760724892,8227.12,115.8748644,50.78,39.61,5.0902,38,90,-99,78.9,.L..-*.,S0-:,0.026578,0.284,PL,[]
CSO1022,UGC08830,"('208.35833', '36.34694')","('208.61844', '36.21897')",494.282253206,8185.64,115.2907095,37.11,12.62,1.3058,70,110,x,11.4,x,S,0.026442,0.284,PL,[]
SDSSJ150952.20+111047.0,UMaDwarf,"('227.4675', '11.17972')","('158.72', '51.92')",120.159659252,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.285,RT,[]
SDSSJ150952.20+111047.0,SDSSJ151022.85+111031.8,"('227.4675', '11.17972')","('227.59525', '11.17551')",259.6760062,8424.11,118.6495063,21.29,16.82,0.3376,37,122,x,30.1,x,Extended Src [SDSS],0.027332,0.285,RT,[]
RBS1454,UMaDwarf,"('225.51708', '6.75444')","('158.72', '51.92')",124.267199374,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.286,RT,[]
RBS1454,RCS07131102191,"('225.51708', '6.75444')","('222.64701', '8.41586')",440.744652488,544.23,7.66523482,x,x,0.0008,x,x,x,x,x,x,0.001,0.286,RT,[]
RBS1454,RCS07130804753,"('225.51708', '6.75444')","('222.30447', '8.52469')",488.328558522,545.3,7.680283351,x,x,0.002,x,x,x,x,x,x,0.001,0.286,RT,[]
RBS1454,RCS07130701182,"('225.51708', '6.75444')","('222.21789', '8.36612')",488.875258773,545.47,7.682630119,x,x,0.0022,x,x,x,x,x,x,0.001,0.286,RT,[]
RBS1454,RCS07020401252,"('225.51708', '6.75444')","('223.29238', '9.16879')",436.038499515,542.71,7.643775566,x,x,x,x,x,x,x,x,x,0.001,0.286,RT,[]
RBS1454,CGCG048-091,"('225.51708', '6.75444')","('225.57009', '6.34487')",431.613320025,4251.94,59.88643275,10.51,4.84,0.1454,62,56,x,63.3,x,x,0.013403,0.286,RT,[]
SBS1521+598,UMaDwarf,"('230.47417', '59.6725')","('158.72', '51.92')",68.7818782653,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.2862,SP,[]
SDSSJ122018.43+064119.6,[DS96]1218+0615,"('185.07667', '6.68861')","('185.20383', '5.98175')",362.862274067,2055.68,28.95329815,x,x,1.2502,x,x,x,x,x,x,0.005864,0.287,RT,[]
SDSSJ122018.43+064119.6,UMaDwarf,"('185.07667', '6.68861')","('158.72', '51.92')",88.4314162595,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4365,"('185.07667', '6.68861')","('186.11785', '7.31767')",459.361334208,1541.54,21.755,43.24,32.0,0.2128,42,45,40,13.7,.E.3...,E3,0.004146,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4261,"('185.07667', '6.68861')","('184.84675', '5.82522')",488.216592727,2535.53,31.32,37.35,32.8,x,28,x,160,34.8,.E.2+..,E2-3;LINER     Sy3,0.007465,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4260,"('185.07667', '6.68861')","('184.84267', '6.09868')",447.118326159,2255.7,40.4,36.65,17.59,2.1297,61,45,58,23.5,.SBS1..,SB(s)a;Sy      LINER,0.006531,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4235,"('185.07667', '6.68861')","('184.29117', '7.19158')",466.407435098,2708.22,28.8,31.71,10.78,2.2588,70,50,48,72.8,.SAS1./,SA(s)a         Sy1,0.008039,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4296,"('185.07667', '6.68861')","('185.36829', '6.65356')",315.362508916,4397.11,61.93114573,26.93,17.77,2.0513,48,0,15,83.1,.L.....,S0,0.013673,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4343,"('185.07667', '6.68861')","('185.91125', '6.95408')",443.462699302,1312.33,29.2,21.89,6.57,0.0111,72,130,133,57.8,.SAT3*.,SA(rs)b:;Sy    LINER,0.003382,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4223,"('185.07667', '6.68861')","('184.35755', '6.69007')",359.632375946,2532.96,28.85,20.9,8.64,x,65,x,128,37.9,.LAS+*.,SA(s)0+:;Sy    LINER,0.007455,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4297,"('185.07667', '6.68861')","('185.36422', '6.67104')",304.504835799,4329.12,60.97353291,15.05,7.52,x,60,175,x,81.5,x,S0(7)(tides),0.013446,0.287,RT,[]
SDSSJ122018.43+064119.6,VCC0415,"('185.07667', '6.68861')","('185.10538', '6.90836')",155.692413854,2858.22,40.2565976,14.12,7.62,0.0125,57,x,-99,x,.S?....,S?             HII,0.008539,0.287,RT,"[('LGG281', '38.3719868021', '2.0162353973'), ('UZC490', '23.0327759438', '9.3330876306')]"
SDSSJ122018.43+064119.6,IC3155,"('185.07667', '6.68861')","('184.93881', '6.00575')",443.367776997,2589.66,36.47407287,13.3,8.24,0.2194,51,35,-99,23.7,.L..../,S0,0.007645,0.287,RT,"[('LGG281', '38.3719868021', '2.0162353973'), ('UZC490', '23.0327759438', '9.3330876306')]"
SDSSJ122018.43+064119.6,UGC07423,"('185.07667', '6.68861')","('185.4815', '6.45061')",287.099398651,1554.01,35.200001,13.05,7.7,0.1163,53,5,5,64.4,.S..9*.,Sm:            HII,0.00419,0.287,RT,"[('LGG289', '22.1144432491', '3.44045702438'), ('UZC490', '23.0327759438', '9.3330876306')]"
SDSSJ122018.43+064119.6,NGC4339,"('185.07667', '6.68861')","('185.89562', '6.08175')",311.266197029,1586.82,17.567,12.81,11.53,0.0543,25,50,-99,76.7,.E.0...,E0             Sy2,0.0043,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4269,"('185.07667', '6.68861')","('184.95496', '6.01497')",399.017373145,2371.67,33.40376932,12.37,11.14,0.4624,25,135,137,55.2,.L..+..,S0+,0.006918,0.287,RT,[]
SDSSJ122018.43+064119.6,NGC4309,"('185.07667', '6.68861')","('185.5516', '7.14431')",188.169055992,1167.4,16.44229576,11.33,7.48,0.1436,48,70,85,24.0,.LXR+..,SAB(r)0+,0.002899,0.287,RT,[]
SDSSJ122018.43+064119.6,IC3259,"('185.07667', '6.68861')","('185.95218', '7.18684')",371.542412162,1704.46,21.25,11.25,4.88,0.594,64,x,15,45.2,.SXS8$.,SAB(s)dm?      HII,0.004689,0.287,RT,[]
SDSSJ122018.43+064119.6,VCC0297,"('185.07667', '6.68861')","('184.66095', '6.70838')",233.404636103,2297.03,32.35256296,10.9,3.49,0.1169,71,160,x,67.3,x,Sc (on edge),0.006668,0.287,RT,"[('UZC490', '23.0327759438', '9.3330876306')]"
SDSSJ122018.43+064119.6,VCC0278,"('185.07667', '6.68861')","('184.56008', '6.60364')",367.571373884,2874.95,40.49228982,10.11,6.27,0.0666,51,105,x,24.4,x,"dS0,N pec",0.008596,0.287,RT,"[('UZC490', '23.0327759438', '9.3330876306')]"
TON580,UMaDwarf,"('172.78917', '31.23528')","('158.72', '51.92')",40.7466374125,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.289,RT,[]
SDSSJ104816.30+120735.0,[TDS2009]CLUMP2,"('162.06792', '12.12639')","('161.9789', '12.2369')",42.5155280613,1229.62,17.31854088,x,x,0.0049,x,x,x,x,x,x,0.003189,0.291,RT,[]
SDSSJ104816.30+120735.0,[TDS2009]CLUMP1,"('162.06792', '12.12639')","('161.9451', '12.1864')",41.5926205765,1260.54,17.75404601,x,x,x,x,x,x,x,x,x,0.003292,0.291,RT,[]
SDSSJ104816.30+120735.0,UMaDwarf,"('162.06792', '12.12639')","('158.72', '51.92')",70.3097273533,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.291,RT,[]
SDSSJ104816.30+120735.0,SDSSJ104720.05+122315.0,"('162.06792', '12.12639')","('161.83354', '12.3875')",121.183446403,1419.34,19.99063776,x,x,0.0154,x,x,x,x,x,x,0.003822,0.291,RT,[]
SDSSJ104816.30+120735.0,HIPASSJ1048+12a,"('162.06792', '12.12639')","('162.00333', '12.22694')",35.8599289115,1228.67,17.30515299,x,x,0.0257,x,x,x,x,x,x,0.003186,0.291,RT,[]
SDSSJ104816.30+120735.0,AGC205294,"('162.06792', '12.12639')","('161.91375', '11.92861')",76.0797352968,1244.43,17.52711866,x,x,x,x,x,x,x,x,x,0.003239,0.291,RT,[]
SDSSJ104816.30+120735.0,UGC05882,"('162.06792', '12.12639')","('161.69058', '11.81994')",90.9013796322,1169.93,10.856,22.8,15.5,2.24,47,135,5,84.7,.SXT2..,SAB(rs)ab;Sy   LINER,0.002992,0.291,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104816.30+120735.0,UGC05850,"('162.06792', '12.12639')","('160.99042', '11.70381')",200.47778094,1049.41,10.113,21.59,19.0,1.2805,28,163,13,85.1,.SBR3..,SB(r)b;HII     Sbrst,0.002595,0.291,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104816.30+120735.0,NGC3377,"('162.06792', '12.12639')","('161.92638', '13.98592')",345.552275593,938.67,10.618,20.85,12.09,0.6789,54,48,35,52.3,.E.5+..,E5-6,0.002218,0.291,RT,[]
SDSSJ104816.30+120735.0,UGC05902,"('162.06792', '12.12639')","('161.95662', '12.58162')",84.8811435463,1184.62,10.391,19.31,16.42,1.3669,31,68,-99,81.4,.E.1...,E1             LINER,0.003039,0.291,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104816.30+120735.0,NGC3384,"('162.06792', '12.12639')","('162.07036', '12.62927')",101.690441437,977.86,11.586,18.54,8.43,0.0047,63,x,53,52.7,.LBS-*.,SB(s)0-:,0.002348,0.291,RT,[]
SDSSJ104816.30+120735.0,NGC3389,"('162.06792', '12.12639')","('162.11629', '12.53319')",152.14679834,1581.95,21.286,17.34,8.05,x,62,x,112,74.6,.SAS5..,SA(s)c,0.004364,0.291,RT,[]
SDSSJ104816.30+120735.0,SDSSJ104806.35+115946.5,"('162.06792', '12.12639')","('162.02649', '11.99626')",229.687458358,6855.67,96.55879201,15.33,9.35,0.2881,52,50,x,32.7,x,x,0.021956,0.291,RT,[]
SDSSJ104816.30+120735.0,SDSSJ104804.02+120339.8,"('162.06792', '12.12639')","('162.01675', '12.06107')",206.423479325,10205.67,143.7417685,13.53,11.64,5.0941,30,124,x,86.6,x,x,0.033129,0.291,RT,[]
SDSSJ104816.30+120735.0,2MASXJ10484338+1202330,"('162.06792', '12.12639')","('162.18085', '12.04251')",282.015395974,8273.0,116.5211871,11.35,11.35,x,0,90,x,37.2,x,x,0.026683,0.291,RT,[]
SDSSJ104816.30+120735.0,NGC3412,"('162.06792', '12.12639')","('162.722', '13.41213')",249.326214932,1116.28,9.953,11.05,6.19,0.4585,55,155,155,51.4,.LBS0..,SB(s)0^0^,0.002805,0.291,RT,[]
SDSSJ104816.30+120735.0,SDSSJ104740.04+120530.3,"('162.06792', '12.12639')","('161.91687', '12.09177')",262.27225854,7033.46,99.06284228,10.46,6.07,0.0658,54,77,x,0.2,x,x,0.022549,0.291,RT,[]
RX_J1717.5+6559,UMaDwarf,"('259.40833', '65.99417')","('158.72', '51.92')",84.1508126508,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.2927,SP,[]
SDSSJ134822.30+245650.0,UMaDwarf,"('207.09292', '24.94722')","('158.72', '51.92')",79.8416291859,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.293,RT,[]
SDSSJ134822.30+245650.0,CGCG132-013,"('207.09292', '24.94722')","('207.07432', '25.12389')",401.266625176,9197.81,129.5465788,32.85,17.08,0.1768,58,90,x,84.5,x,x,0.029756,0.293,RT,[]
SDSSJ134822.30+245650.0,2MFGC11148,"('207.09292', '24.94722')","('207.14246', '24.89146')",161.714922057,9186.92,129.3932534,29.11,8.73,x,72,45,x,83.9,x,x,0.02972,0.293,RT,[]
SDSSJ134822.30+245650.0,UGC08730,"('207.09292', '24.94722')","('207.0616', '24.77775')",358.927691516,8497.16,119.6782907,27.1,18.43,1.0291,47,30,x,20.5,x,(R)SB0^0^,0.027419,0.293,RT,[]
SBS0924+606B,UMaDwarf,"('142.15833', '60.4225')","('158.72', '51.92')",21.9957746034,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.295,DG,[]
SBS0924+606B,SBS0926+607,"('142.15833', '60.4225')","('142.53767', '60.46817')",206.033809257,4351.66,61.29103239,x,x,0.0815,x,x,x,x,x,BlueCG,0.013976,0.295,DG,[]
SBS0924+606B,UGC05053,"('142.15833', '60.4225')","('142.53113', '60.13961')",280.220219901,3373.5,47.5141453,17.37,7.47,0.0298,64,67,x,80.0,x,Sdm:,0.010711,0.295,DG,[]
SBS0924+606B,SBS0926+606,"('142.15833', '60.4225')","('142.53769', '60.46817')",202.824375354,4283.66,60.33328641,12.11,4.36,0.0677,68,102,x,25.7,x,Sb(f);BlueCG   HII,0.01375,0.295,DG,[]
SBS1337+542,UMaDwarf,"('204.80167', '53.92444')","('158.72', '51.92')",48.2330701134,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.295,PL,[]
SBS1337+542,UGC08658,"('204.80167', '53.92444')","('205.16608', '54.33286')",286.758129351,2245.34,35.65,16.28,9.77,1.137,53,105,110,77.3,.SXT5..,SAB(rs)c,0.006768,0.295,PL,[]
SDSSJ085259.20+031320.0,UMaDwarf,"('133.24667', '3.22222')","('158.72', '51.92')",93.6356696479,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.297,RT,[]
SDSSJ085259.20+031320.0,SDSSJ085233.09+030241.1,"('133.24667', '3.22222')","('133.13789', '3.04477')",456.748025835,8930.64,125.7837271,10.94,9.74,1.4096,27,98,x,66.5,x,x,0.0292,0.297,RT,[]
H1821+643,[BPB98]272,"('275.48833', '64.34333')","('275.01029', '64.31472')",432.828844316,8422.43,118.6257927,x,x,x,x,x,x,x,x,x,0.02788,0.297,SP,[]
H1821+643,UMaDwarf,"('275.48833', '64.34333')","('158.72', '51.92')",95.0049224286,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.297,SP,[]
H1821+643,Tripp2,"('275.48833', '64.34333')","('275.364', '64.20314')",306.997332556,8313.61,117.0930303,x,x,x,x,x,x,x,x,x,0.02752,0.297,SP,[]
RBS1992,UMaDwarf,"('350.46208', '-70.44583')","('158.72', '51.92')",283.297419497,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3004,NP,[]
PG1112+431,UMaDwarf,"('168.775', '42.83056')","('158.72', '51.92')",19.9806693186,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3006,SP,[]
PG1112+431,2MASXJ11151531+4241381,"('168.775', '42.83056')","('168.81336', '42.69368')",345.931070781,10069.95,141.8302729,21.25,10.62,0.1043,60,95,x,73.4,x,x,0.032756,0.3006,SP,[]
PG1112+431,SDSSJ111605.41+430415.8,"('168.775', '42.83056')","('169.02254', '43.07106')",489.509863119,6613.27,93.14459267,16.1,8.05,0.5302,60,170,x,47.0,x,x,0.021228,0.3006,SP,[]
PG1112+431,UGC06266,"('168.775', '42.83056')","('168.63891', '43.23601')",250.753517597,2443.42,34.41435478,13.71,9.46,0.0045,46,55,x,68.8,x,Sm,0.007322,0.3006,SP,[]
SDSSJ091235.40+295725.0,UMaDwarf,"('138.1475', '29.95694')","('158.72', '51.92')",47.0715556534,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.305,DG,[]
SDSSJ091235.40+295725.0,NGC2783,"('138.1475', '29.95694')","('138.41444', '29.99297')",399.637643349,6946.8,97.84221578,55.17,37.51,7.7815,47,170,168,88.9,.E.....,S0^+^:        dLINER,0.022499,0.305,DG,[]
SDSSJ091235.40+295725.0,NGC2783B,"('138.1475', '29.95694')","('138.38813', '30.00014')",364.180724559,6959.71,98.02402138,53.7,11.81,1.603,77,75,-99,3.3,.S?....,Sbc            LINER,0.022542,0.305,DG,[]
SDSSJ091235.40+295725.0,UGC04833,"('138.1475', '29.95694')","('137.89855', '30.07754')",486.052656243,8005.03,112.7469018,38.97,11.69,0.3916,72,140,x,20.8,x,Sa,0.026035,0.305,DG,[]
SDSSJ091235.40+295725.0,IC2444,"('138.1475', '29.95694')","('138.21191', '30.21228')",432.436589031,6730.98,94.802509,24.5,20.58,1.9161,32,90,x,77.7,x,S?,0.021782,0.305,DG,"[('UZC215', '96.532415636', '2.74448026282')]"
SDSSJ091235.40+295725.0,MCG+05-22-020,"('138.1475', '29.95694')","('138.40563', '29.99956')",422.888709676,7557.76,106.4473766,22.36,15.2,0.5606,47,x,77,2.2,.S..3..,S0a           LLAGN?,0.024537,0.305,DG,[]
SDSSJ091235.40+295725.0,AGC190102,"('138.1475', '29.95694')","('138.12816', '30.07117')",227.064933935,8000.8,112.6872803,19.67,13.11,4.9563,48,x,x,x,x,x,0.026018,0.305,DG,[]
SDSSJ091235.40+295725.0,MCG+05-22-016,"('138.1475', '29.95694')","('138.39082', '30.01578')",340.624004858,6332.7,89.1930109,17.64,17.64,0.359,0,x,-99,x,.S?....,SBdm,0.020451,0.305,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091157.97+295700.8,"('138.1475', '29.95694')","('137.99154', '29.95022')",269.573942033,8105.42,114.1609028,17.24,5.35,0.1911,71,22,x,65.2,x,x,0.026368,0.305,DG,[]
SDSSJ091235.40+295725.0,2MASXJ09135465+2955441,"('138.1475', '29.95694')","('138.47781', '29.92898')",445.022616649,6295.05,88.66267701,15.26,12.21,0.5598,36,145,x,49.4,x,x,0.020324,0.305,DG,[]
SDSSJ091235.40+295725.0,MCG+05-22-018,"('138.1475', '29.95694')","('138.39174', '30.03983')",372.533555798,6670.69,93.95338636,13.66,12.03,0.4371,28,25,x,43.6,x,E0,0.021578,0.305,DG,[]
SDSSJ091235.40+295725.0,2MASXJ09132840+2953164,"('138.1475', '29.95694')","('138.36823', '29.88805')",335.774432652,6717.72,94.61571032,12.8,7.94,1.4884,51,110,x,0.2,x,x,0.021735,0.305,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091237.18+300246.1,"('138.1475', '29.95694')","('138.15495', '30.04615')",178.905823564,8136.9,114.6042619,12.49,10.62,x,31,97,x,87.1,x,x,0.026472,0.305,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091145.92+300223.4,"('138.1475', '29.95694')","('137.94133', '30.03983')",398.555705535,8236.2,116.0027817,12.33,6.41,0.201,58,32,x,82.9,x,x,0.026805,0.305,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091306.44+295157.7,"('138.1475', '29.95694')","('138.27685', '29.86603')",241.1228253,6795.43,95.71024676,10.7,7.81,0.1532,43,41,x,88.0,x,x,0.021995,0.305,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091306.83+301401.2,"('138.1475', '29.95694')","('138.27846', '30.23367')",477.002411376,6489.18,91.39694831,10.27,7.91,0.1008,39,131,x,71.3,x,x,0.020976,0.305,DG,[]
