AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
3C249.1,UMaDwarf,"('166.0575', '76.98278')","('158.72', '51.92')",44.4506956078,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3115,SP,[]
3C249.1,UGC06154,"('166.0575', '76.98278')","('166.82737', '76.69494')",437.796287562,5284.59,74.43086745,26.49,14.3,0.1582,57,35,x,66.1,x,SBa,0.017199,0.3115,SP,[]
RX_J0826.5+0742,UMaDwarf,"('126.63958', '7.71333')","('158.72', '51.92')",90.6555186215,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.312,DG,[]
RX_J0826.5+0742,SDSSJ082644.50+073017.5,"('126.63958', '7.71333')","('126.68542', '7.50488')",488.168769129,9308.28,131.1025791,20.03,9.01,x,63,13,x,25.3,x,x,0.030537,0.312,DG,[]
RX_J0826.5+0742,SDSSJ082700.06+073445.7,"('126.63958', '7.71333')","('126.75025', '7.57936')",406.328571756,9546.63,134.459563,17.62,15.33,0.5876,29,40,x,79.3,x,x,0.031331,0.312,DG,[]
RX_J0826.5+0742,SDSSJ082656.50+073053.0,"('126.63958', '7.71333')","('126.73545', '7.51474')",498.78300887,9216.51,129.8100093,14.73,8.84,0.1751,53,113,x,41.4,x,x,0.030232,0.312,DG,[]
SDSSJ103304.90+211216.0,UMaDwarf,"('158.27042', '21.20444')","('158.72', '51.92')",54.1483531502,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.315,RT,[]
SDSSJ103304.90+211216.0,NGC3301,"('158.27042', '21.20444')","('159.2335', '21.88214')",456.787710255,1586.58,23.299999,18.36,7.34,1.0143,66,55,52,2.0,PSBT0..,(R')SB(rs)0/a,0.004406,0.315,RT,[]
SDSSJ103304.90+211216.0,NGC3287,"('158.27042', '21.20444')","('158.69708', '21.64828')",214.14055311,1570.53,20.6,12.58,5.99,x,61,x,20,21.9,.SBS7..,SB(s)d,0.004356,0.315,RT,[]
SDSSJ103304.90+211216.0,NGC3344,"('158.27042', '21.20444')","('160.87979', '24.92222')",471.130519968,846.82,6.0999999,12.13,11.88,0.0137,11,150,-99,63.2,RSXR4..,(R)SAB(r)bc    HII,0.001935,0.315,RT,[]
RX_J1424.9+4214,UMaDwarf,"('216.23167', '42.23472')","('158.72', '51.92')",69.1917278696,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.316,PL,[]
RX_J1424.9+4214,NGC5608,"('216.23167', '42.23472')","('215.82454', '41.77589')",145.800552243,898.37,15.2,10.3,5.25,0.1144,59,95,95,61.7,.I..9*.,Im:            HII,0.002212,0.316,PL,[]
SDSSJ120721.00+262428.0,UMaDwarf,"('181.8375', '26.40778')","('158.72', '51.92')",54.4559214417,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.324,DG,[]
PG2233+134,UMaDwarf,"('339.03208', '13.73194')","('158.72', '51.92')",201.569778903,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.325,PL,[]
HE1340-0038,UMaDwarf,"('205.715', '0.89583')","('158.72', '51.92')",113.429209089,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.326,NP,[]
HE1340-0038,SDSSJ134205.01+004305.6,"('205.715', '0.89583')","('205.52087', '0.71822')",458.604245733,7090.71,99.86919164,12.29,7.86,0.0865,50,180,x,47.5,x,x,0.022725,0.326,NP,[]
RX_J0925.9+4535,UMaDwarf,"('141.47708', '45.59556')","('158.72', '51.92')",22.8495195527,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.329,DG,[]
RX_J0925.9+4535,UGC05026,"('141.47708', '45.59556')","('141.66582', '45.8472')",314.768126121,4507.9,63.4915069,21.92,10.96,1.4104,60,20,15,7.7,.L.....,S0,0.014397,0.329,DG,[]
RX_J0925.9+4535,KUG0923+457,"('141.47708', '45.59556')","('141.57242', '45.49026')",256.27893021,8361.29,117.764608,14.81,9.77,0.2558,48,117,x,30.6,x,Compact,0.027249,0.329,DG,[]
RX_J0925.9+4535,SDSSJ092721.06+454158.8,"('141.47708', '45.59556')","('141.83775', '45.69967')",362.407588307,5404.59,76.12099492,13.94,4.32,0.1953,71,157,x,89.4,x,x,0.017385,0.329,DG,[]
RX_J0925.9+4535,KUG0922+457,"('141.47708', '45.59556')","('141.37907', '45.53271')",101.736925629,4447.72,62.64396905,13.67,9.48,0.346,46,x,x,x,x,Sa,0.014196,0.329,DG,[]
PG1001+291,UMaDwarf,"('151.01083', '28.92667')","('158.72', '51.92')",41.7757437452,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3297,SP,[]
PG1001+291,SDSSJ100427.09+284043.9,"('151.01083', '28.92667')","('151.11291', '28.67887')",423.516855882,6539.62,92.10726571,11.07,10.18,x,23,122,x,38.2,x,Extended Src [SDSS],0.02101,0.3297,SP,[]
PG0832+251,UMaDwarf,"('128.89958', '24.99472')","('158.72', '51.92')",61.9737135221,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.331,SP,[]
PG0832+251,KUG0833+252,"('128.89958', '24.99472')","('129.03088', '25.11269')",293.779110703,7133.76,100.4755207,25.96,12.98,x,60,170,x,55.2,x,Spiral,0.023229,0.331,SP,[]
PG0832+251,NGC2611,"('128.89958', '24.99472')","('128.87154', '25.0275')",55.3124832405,5425.15,76.4105091,23.45,8.91,x,67,50,x,87.8,x,SB:(rs)a,0.017532,0.331,SP,[]
PG0832+251,SDSSJ083537.08+250015.0,"('128.89958', '24.99472')","('128.9045', '25.00417')",13.8173819635,5379.28,75.76446817,13.02,4.3,3.6637,70,99,x,73.7,x,x,0.017379,0.331,SP,[]
FBS1324+448,UMaDwarf,"('201.76708', '44.58444')","('158.72', '51.92')",51.3407161308,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.331,DG,[]
FBS1324+448,UGC08334,"('201.76708', '44.58444')","('198.95554', '42.02928')",476.00196844,741.26,8.333,28.06,16.28,2.6338,54,98,105,59.9,.SAT4..,SA(rs)bc   HII/LINER,0.001614,0.331,DG,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
FBS1324+448,UGC08493,"('201.76708', '44.58444')","('202.46963', '47.19517')",366.596436148,703.54,7.908,27.14,18.46,0.0145,47,58,163,47.2,.SAS4P.,SA(s)bc pec;HIISy2.5,0.001544,0.331,DG,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
FBS1324+448,UGC08494,"('201.76708', '44.58444')","('202.49829', '47.26614')",376.723421125,705.32,7.908,19.97,19.77,0.0284,8,28,79,17.0,.I.0.P.,SB0_1 pec      LINER,0.001551,0.331,DG,"[('GH116', '9.74500363685', '1.34416699174'), ('LGG347', '8.32521392743', '1.6806447551')]"
FBS1324+448,NGC5023,"('201.76708', '44.58444')","('198.0525', '44.04122')",425.005291859,659.81,8.977,16.55,4.3,0.0906,74,26,28,52.4,.S..6*/,Scd,0.001358,0.331,DG,[]
FBS1324+448,SDSSJ132630.13+444428.0,"('201.76708', '44.58444')","('201.62558', '44.74113')",394.978884826,8628.02,121.5213633,16.08,11.09,0.1846,46,13,x,45.7,x,x,0.027953,0.331,DG,[]
FBS1324+448,UGC08489,"('201.76708', '44.58444')","('202.41304', '45.38721')",396.577249828,1548.55,24.6,14.2,4.12,0.1328,73,106,106,76.2,.SX.8..,SABdm,0.004346,0.331,DG,[]
FBS1324+448,SDSSJ132701.62+444027.1,"('201.76708', '44.58444')","('201.75679', '44.67422')",186.357946641,8416.07,118.5362079,12.07,10.87,x,25,155,x,20.3,x,x,0.027246,0.331,DG,[]
PG1216+069,[DS96]1218+0615,"('184.83708', '6.64389')","('185.20383', '5.98175')",381.953282123,2055.68,28.95329815,x,x,1.2502,x,x,x,x,x,x,0.005864,0.3313,SP,[]
PG1216+069,UMaDwarf,"('184.83708', '6.64389')","('158.72', '51.92')",88.3561127886,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3313,SP,[]
PG1216+069,NGC4261,"('184.83708', '6.64389')","('184.84675', '5.82522')",447.546261236,2535.53,31.32,37.35,32.8,x,28,x,160,19.3,.E.2+..,E2-3;LINER     Sy3,0.007465,0.3313,SP,[]
PG1216+069,NGC4260,"('184.83708', '6.64389')","('184.84267', '6.09868')",384.454625312,2255.7,40.4,36.65,17.59,2.1297,61,45,58,45.6,.SBS1..,SB(s)a;Sy      LINER,0.006531,0.3313,SP,[]
PG1216+069,NGC4235,"('184.83708', '6.64389')","('184.29117', '7.19158')",387.291030175,2708.22,28.8,31.71,10.78,2.2588,70,50,48,85.3,.SAS1./,SA(s)a         Sy1,0.008039,0.3313,SP,[]
PG1216+069,NGC4223,"('184.83708', '6.64389')","('184.35755', '6.69007')",240.948368439,2532.96,28.85,20.9,8.64,x,65,x,128,32.5,.LAS+*.,SA(s)0+:;Sy    LINER,0.007455,0.3313,SP,[]
PG1216+069,NGC4266,"('184.83708', '6.64389')","('184.92623', '5.53828')",499.871360083,1833.35,25.82185709,15.02,3.0,0.0098,78,x,76,80.6,.SBS1$/,SB(s)a? sp     LINER,0.005124,0.3313,SP,[]
PG1216+069,VCC0415,"('184.83708', '6.64389')","('185.10538', '6.90836')",263.761568712,2858.22,40.2565976,14.12,7.62,0.0125,57,x,-99,x,.S?....,S?             HII,0.008539,0.3313,SP,"[('LGG281', '38.3719868021', '2.0162353973'), ('UZC490', '23.0327759438', '9.3330876306')]"
PG1216+069,IC3155,"('184.83708', '6.64389')","('184.93881', '6.00575')",411.302881491,2589.66,36.47407287,13.3,8.24,0.2194,51,35,-99,44.0,.L..../,S0,0.007645,0.3313,SP,"[('LGG281', '38.3719868021', '2.0162353973'), ('UZC490', '23.0327759438', '9.3330876306')]"
PG1216+069,UGC07423,"('184.83708', '6.64389')","('185.4815', '6.45061')",410.854282179,1554.01,35.200001,13.05,7.7,0.1163,53,5,5,78.2,.S..9*.,Sm:            HII,0.00419,0.3313,SP,"[('LGG289', '22.1144432491', '3.44045702438'), ('UZC490', '23.0327759438', '9.3330876306')]"
PG1216+069,NGC4339,"('184.83708', '6.64389')","('185.89562', '6.08175')",365.71033515,1586.82,17.567,12.81,11.53,0.0543,25,50,-99,68.1,.E.0...,E0             Sy2,0.0043,0.3313,SP,[]
PG1216+069,NGC4269,"('184.83708', '6.64389')","('184.95496', '6.01497')",372.971995122,2371.67,33.40376932,12.37,11.14,0.4624,25,135,137,34.5,.L..+..,S0+,0.006918,0.3313,SP,[]
PG1216+069,NGC4309,"('184.83708', '6.64389')","('185.5516', '7.14431')",249.120889264,1167.4,16.44229576,11.33,7.48,0.1436,48,70,85,15.2,.LXR+..,SAB(r)0+,0.002899,0.3313,SP,[]
PG1216+069,IC3259,"('184.83708', '6.64389')","('185.95218', '7.18684')",457.285663367,1704.46,21.25,11.25,4.88,0.594,64,x,15,48.9,.SXS8$.,SAB(s)dm?      HII,0.004689,0.3313,SP,[]
PG1216+069,VCC0297,"('184.83708', '6.64389')","('184.66095', '6.70838')",105.27736697,2297.03,32.35256296,10.9,3.49,0.1169,71,160,x,49.8,x,Sc (on edge),0.006668,0.3313,SP,"[('UZC490', '23.0327759438', '9.3330876306')]"
PG1216+069,VCC0278,"('184.83708', '6.64389')","('184.56008', '6.60364')",196.525314514,2874.95,40.49228982,10.11,6.27,0.0666,51,105,x,23.3,x,"dS0,N pec",0.008596,0.3313,SP,"[('UZC490', '23.0327759438', '9.3330876306')]"
SDSSJ102512.80+480852.0,UMaDwarf,"('156.30333', '48.14778')","('158.72', '51.92')",7.18958413,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.332,PL,[]
RX_J1017.5+4702,UMaDwarf,"('154.37875', '47.04028')","('158.72', '51.92')",9.93128294025,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.335,PL,[]
RX_J1017.5+4702,NGC3198,"('154.37875', '47.04028')","('154.97897', '45.54962')",377.716173952,884.95,13.987,32.33,11.32,2.4687,69,40,35,55.3,.SBT5..,SB(rs)c,0.002212,0.335,PL,[]
QSO1500-4140,UMaDwarf,"('225.89167', '-41.87333')","('158.72', '51.92')",194.467090382,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.335,RT,[]
QSO1500-4140,NGC5786,"('225.89167', '-41.87333')","('224.73442', '-42.01336')",400.302666776,3124.36,26.299999,26.57,12.22,19.5616,62,80,63,0.8,PSBS4..,(R'_2)SAB(s)bc,0.01,0.335,RT,[]
QSO1500-4140,RFGC2937,"('225.89167', '-41.87333')","('228.55767', '-46.80794')",412.375973948,622.29,4.467,17.46,1.74,0.0008,84,x,38,59.9,.SA.7*/,Sd,0.001741,0.335,RT,[]
SDSSJ140854.20+565743.0,UMaDwarf,"('212.22583', '56.96194')","('158.72', '51.92')",54.1159006088,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.336,PL,[]
SDSSJ140854.20+565743.0,RCS06120500892,"('212.22583', '56.96194')","('214.69866', '53.23822')",497.770930429,508.42,7.160870461,x,x,x,x,x,x,x,x,x,0.001,0.336,PL,[]
SBS1458+535,UMaDwarf,"('224.95667', '53.31917')","('158.72', '51.92')",68.33172307,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.338,SP,[]
SBS1458+535,CG0610,"('224.95667', '53.31917')","('225.43221', '53.58869')",74.6281777349,776.58,10.93777001,x,x,x,x,x,x,x,x,x,0.001958,0.338,SP,[]
2dFGRS_S393Z082,UMaDwarf,"('41.25333', '-30.12306')","('158.72', '51.92')",228.938229211,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.34,NP,[]
2dFGRS_S393Z082,NGC1097,"('41.25333', '-30.12306')","('41.57937', '-30.27489')",111.945223108,1029.79,20.038,54.21,36.72,x,47,x,130,11.7,.SBS3..,(R'_1:)SB(r'l)bSy1,0.00424,0.34,NP,"[('LGG75', '15.658702662', '1.04018541869'), ('UZC1098', '15.4523017025', '0.355820702534')]"
RBS1089,UMaDwarf,"('184.31708', '8.16139')","('158.72', '51.92')",85.5326051306,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.343,RT,[]
RBS1089,NGC4235,"('184.31708', '8.16139')","('184.29117', '7.19158')",487.650512331,2708.22,28.8,31.71,10.78,2.2588,70,50,48,48.5,.SAS1./,SA(s)a         Sy1,0.008039,0.343,RT,[]
RBS1089,NGC4224,"('184.31708', '8.16139')","('184.14077', '7.46209')",441.560493487,2901.32,35.099998,28.72,14.94,1.8991,58,55,57,41.0,.SAS1*/,SA(s)a: sp;Sy  LINER,0.008683,0.343,RT,[]
RBS1089,NGC4233,"('184.31708', '8.16139')","('184.28201', '7.6244')",324.018247313,2669.44,34.5,24.19,13.54,1.2948,55,175,174,8.7,.L..0..,S0^0^,0.007909,0.343,RT,[]
RBS1089,IC0776,"('184.31708', '8.16139')","('184.76208', '8.85611')",426.654511675,2767.06,29.725,15.24,9.14,0.2634,53,98,98,65.6,.S..8..,Sdm            HII,0.008232,0.343,RT,[]
RBS1089,UGC07239,"('184.31708', '8.16139')","('183.53683', '7.77625')",375.212375594,1522.32,24.9,13.65,12.7,0.2902,21,x,-99,x,.I..9*.,Im:            HII,0.004083,0.343,RT,"[('LGG292', '17.2852113603', '2.24885645957')]"
RBS1089,SDSSJ121810.80+081919.7,"('184.31708', '8.16139')","('184.545', '8.32214')",314.080024393,4612.81,64.9691301,12.24,8.32,0.1167,47,133,x,78.5,x,x,0.01439,0.343,RT,[]
RBS1089,IC3131,"('184.31708', '8.16139')","('184.71204', '7.86189')",229.42816319,1894.64,26.68501905,11.88,9.5,x,36,110,x,17.5,x,"d:S0_1_(0),N:",0.005324,0.343,RT,[]
RBS1089,NGC4309,"('184.31708', '8.16139')","('185.5516', '7.14431')",456.585386162,1167.4,16.44229576,11.33,7.48,0.1436,48,70,85,59.8,.LXR+..,SAB(r)0+,0.002899,0.343,RT,[]
RBS1089,VCC0159,"('184.31708', '8.16139')","('183.91158', '8.287')",297.992600144,2882.65,40.60071517,11.0,5.94,0.1262,57,x,x,x,x,ImIII,0.008619,0.343,RT,"[('LGG281', '38.3719868021', '2.0162353973')]"
RBS1795,UMaDwarf,"('328.7125', '-44.23472')","('158.72', '51.92')",299.376713642,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.344,SP,[]
RBS1795,MCG-07-45-002,"('328.7125', '-44.23472')","('329.82433', '-43.86703')",490.63084453,2269.03,31.95813694,28.03,4.48,0.1431,80,55,53,10.2,.S..4./,Scd,0.008286,0.344,SP,[]
FBS1526+659,UMaDwarf,"('231.86875', '65.80278')","('158.72', '51.92')",66.4485276156,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.345,SP,[]
FBS1526+659,UGC09855,"('231.86875', '65.80278')","('231.27021', '66.25536')",457.874549382,3625.45,51.06272749,22.63,8.15,0.6606,68,36,x,64.5,x,Im:,0.011608,0.345,SP,[]
FBS1526+659,FGC1903,"('231.86875', '65.80278')","('231.41958', '66.21111')",398.862076561,3627.36,51.08964007,13.82,1.63,x,83,x,x,x,x,Sdm,0.011615,0.345,SP,[]
MS0117.2-2837,UMaDwarf,"('19.89875', '-28.35861')","('158.72', '51.92')",249.398235817,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.347,SP,[]
PKS1101-325,UMaDwarf,"('165.88167', '-32.855')","('158.72', '51.92')",149.849771759,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3555,SP,[]
PKS1101-325,NGC3621,"('165.88167', '-32.855')","('169.56879', '-32.81406')",365.428178364,928.34,6.758,21.36,10.25,0.7008,61,164,159,74.8,.SAS7..,SA(s)d         HII,0.002435,0.3555,SP,[]
SBS1503+570,UMaDwarf,"('226.2315', '56.8223')","('158.72', '51.92')",66.9996754967,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3589,SP,[]
SBS1503+570,CXOJ150946.7+565947,"('226.2315', '56.8223')","('227.44473', '56.99641')",130.833043181,777.12,10.94538212,x,x,0.1526,x,x,0,75.3,.SAT4*$,ELG,0.002,0.3589,SP,[]
SBS1503+570,CXOJ150945.8+570100,"('226.2315', '56.8223')","('227.44105', '57.01676')",182.050682576,1076.08,15.15599585,x,x,0.0938,x,x,x,x,x,ELG,0.003,0.3589,SP,[]
SBS1503+570,NGC5907,"('226.2315', '56.8223')","('228.97404', '56.32877')",452.090918353,842.99,16.3,60.55,6.64,x,83,x,155,46.8,.SAS5*/,SA(s)c: sp     HII:,0.002225,0.3589,SP,[]
SBS1503+570,NGC5866,"('226.2315', '56.8223')","('226.62291', '55.76321')",276.90670869,853.82,14.675,20.06,8.11,0.0701,66,x,128,40.6,.LA.+./,S0_3       HII/LINER,0.002242,0.3589,SP,[]
SBS1503+570,NGC5879,"('226.2315', '56.8223')","('227.44469', '57.00019')",192.9087462,949.11,16.117,12.59,5.54,0.5149,63,5,0,70.0,.SAT4*$,SA(rs)bc:?     LINER,0.002575,0.3589,SP,[]
SBS1503+570,NGC5866B,"('226.2315', '56.8223')","('228.03012', '55.78508')",444.600457669,1020.14,17.700001,12.21,8.67,0.0582,44,20,20,63.5,.SXT8*.,SAB(rs)dm:,0.002805,0.3589,SP,[]
PG1049-005,UMaDwarf,"('162.96417', '0.855')","('158.72', '51.92')",90.2358822565,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.3599,PL,[]
PG1049-005,SDSSJ105152.66+003314.7,"('162.96417', '0.855')","('162.96942', '0.55408')",432.000742303,5839.13,82.24130578,12.94,8.28,0.7763,50,163,x,16.0,x,x,0.018582,0.3599,PL,[]
RX_J0949.8+3902,UZCJ094750.0+390834,"('147.47083', '39.03444')","('146.95937', '39.14214')",178.926287647,1769.55,24.92323396,x,x,x,x,x,x,x,x,x,0.00518,0.36,DG,[]
RX_J0949.8+3902,UMaDwarf,"('147.47083', '39.03444')","('158.72', '51.92')",26.5633867972,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.36,DG,[]
RX_J0949.8+3902,RCS03001101862,"('147.47083', '39.03444')","('142.77856', '37.95406')",477.156169507,507.13,7.142631746,x,x,0.0004,x,x,x,x,x,x,0.001,0.36,DG,[]
RX_J0949.8+3902,RCS03000403817,"('147.47083', '39.03444')","('142.63774', '38.12872')",483.669789495,506.5,7.133799564,x,x,0.0013,x,x,x,x,x,x,0.001,0.36,DG,[]
RX_J0949.8+3902,CGCG210-041,"('147.47083', '39.03444')","('147.47124', '38.9067')",174.158099894,5546.21,78.11564916,15.91,14.32,x,25,160,x,19.9,x,x,0.017772,0.36,DG,[]
RX_J0949.8+3902,KUG0946+392,"('147.47083', '39.03444')","('147.43991', '39.01722')",40.9688246339,5638.96,79.42195326,11.32,7.47,x,48,160,x,74.4,x,Compact,0.018084,0.36,DG,[]
PG1553+113,UMaDwarf,"('238.92958', '11.19')","('158.72', '51.92')",132.540950674,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.36,SP,[]
SDSSJ080838.80+051440.0,UMaDwarf,"('122.16167', '5.24444')","('158.72', '51.92')",97.9712280099,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.361,RT,[]
SDSSJ080838.80+051440.0,UGC04239,"('122.16167', '5.24444')","('121.99208', '5.20667')",378.322648124,8893.11,125.2551175,55.81,40.18,x,43,115,x,37.6,x,S,0.02923,0.361,RT,[]
SDSSJ080838.80+051440.0,CGCG031-056,"('122.16167', '5.24444')","('122.06849', '5.21612')",223.213395595,9359.47,131.8235737,37.39,29.91,0.2088,36,85,x,12.0,x,x,0.030786,0.361,RT,[]
SDSSJ080838.80+051440.0,SDSSJ080901.35+051832.7,"('122.16167', '5.24444')","('122.25562', '5.30908')",239.174658722,8556.42,120.5129961,15.44,7.72,0.6012,60,17,x,38.4,x,x,0.028104,0.361,RT,[]
SDSSJ080838.80+051440.0,SDSSJ080857.48+052138.1,"('122.16167', '5.24444')","('122.2395', '5.36058')",319.62010184,9312.4,131.1605403,13.81,10.36,0.3529,41,45,x,11.3,x,x,0.030624,0.361,RT,[]
SDSSJ080838.80+051440.0,2MASXJ08083956+0517256,"('122.16167', '5.24444')","('122.16482', '5.29055')",106.463828791,9370.99,131.9857487,13.76,12.38,x,25,75,x,71.1,x,x,0.03082,0.361,RT,[]
RBS877,UMaDwarf,"('157.82708', '50.89333')","('158.72', '51.92')",2.05894336094,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.361,DG,[]
RBS877,SBS1026+510,"('157.82708', '50.89333')","('157.43977', '50.79732')",498.009748703,7711.13,108.6074558,14.32,12.03,1.624,32,60,x,8.5,x,x,0.025009,0.361,DG,[]
PG1425+267,UMaDwarf,"('216.89875', '26.53722')","('158.72', '51.92')",88.1611097561,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.366,RT,[]
PG1425+267,IC4436,"('216.89875', '26.53722')","('216.99243', '26.5045')",220.267666344,9958.09,140.2547749,52.09,47.92,4.4881,23,55,x,56.3,x,E?,0.032362,0.366,RT,[]
PG1425+267,MCG+05-34-040,"('216.89875', '26.53722')","('216.75459', '26.46443')",351.998497903,9666.67,136.1502894,37.23,24.94,0.8104,47,x,x,x,x,x,0.031388,0.366,RT,[]
PG1425+267,2MASXJ14274888+2629002,"('216.89875', '26.53722')","('216.95369', '26.48353')",180.103186808,10064.2,141.7492572,28.66,26.36,0.4592,23,130,x,7.5,x,x,0.032716,0.366,RT,[]
PG1425+267,SDSSJ142808.58+264057.8,"('216.89875', '26.53722')","('217.03577', '26.68274')",236.271120004,5052.82,71.16654105,21.11,5.7,0.0364,74,68,x,27.9,x,x,0.016,0.366,RT,[]
PG1425+267,SDSSJ142810.03+265608.8,"('216.89875', '26.53722')","('217.04181', '26.93579')",484.248375675,4706.57,66.28974836,17.93,9.5,0.0015,58,54,-99,36.2,.S?....,Extended Src [SDSS],0.014846,0.366,RT,[]
PG1425+267,SDSSJ142820.02+263214.1,"('216.89875', '26.53722')","('217.08345', '26.53725')",397.741552232,9791.85,137.9133731,15.79,12.0,0.2334,40,108,x,18.0,x,x,0.03181,0.366,RT,[]
PG1425+267,SDSSJ142806.53+263428.6,"('216.89875', '26.53722')","('217.02721', '26.57464')",296.530305032,9981.94,140.5907666,15.75,14.96,x,18,140,x,68.0,x,Extended Src [SDSS],0.032443,0.366,RT,[]
PG1425+267,SDSSJ142752.85+263607.6,"('216.89875', '26.53722')","('216.97021', '26.60213')",217.302169295,9704.05,136.676759,15.27,8.09,x,58,131,x,86.4,x,Extended Src [SDSS],0.031514,0.366,RT,[]
PG1425+267,IC4427,"('216.89875', '26.53722')","('216.7482', '26.86396')",349.664537923,9297.31,56.7,14.29,7.43,0.3299,58,115,x,42.6,x,S?,0.030158,0.366,RT,[]
SBS1551+572,UMaDwarf,"('238.13625', '57.08806')","('158.72', '51.92')",77.1208941993,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.366,SP,[]
HS0624+6907,UMaDwarf,"('97.51083', '69.08417')","('158.72', '51.92')",57.677889078,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.37,SP,[]
HS0624+6907,2MASXJ06304174+6858319,"('97.51083', '69.08417')","('97.67367', '68.97558')",298.929023593,9867.31,138.9761273,29.24,10.15,x,69,150,x,1.8,x,x,0.0327,0.37,SP,[]
RX_J0714.5+7408,UMaDwarf,"('108.65083', '74.13639')","('158.72', '51.92')",53.0129352595,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.371,SP,[]
RX_J0714.5+7408,HIJASSJ0721+74,"('108.65083', '74.13639')","('110.33708', '74.3125')",126.654311437,1049.17,14.7770712,x,x,x,x,x,x,x,x,x,0.003222,0.371,SP,[]
RX_J0714.5+7408,UGC03717,"('108.65083', '74.13639')","('108.31017', '73.84314')",270.603326527,4268.75,50.35,34.93,16.77,1.2083,61,115,103,82.6,.S..4..,Sbc,0.01397,0.371,SP,[]
RX_J0714.5+7408,UGC03730NED02,"('108.65083', '74.13639')","('108.58467', '73.47342')",458.027672468,2809.38,39.56875494,17.07,10.93,0.3616,50,5,165,3.4,.RING..,Ring,0.0091,0.371,SP,[]
RX_J0714.5+7408,UGC03705,"('108.65083', '74.13639')","('108.04654', '73.47061')",466.903097485,2765.62,38.95236547,13.41,13.14,0.5163,11,75,-99,61.1,.S?....,S?,0.008956,0.371,SP,"[('LGG141', '43.425549591', '0.896480771407')]"
RX_J0714.5+7408,UGC03730NED01,"('108.65083', '74.13639')","('108.58571', '73.48064')",454.166066185,2816.38,39.66729943,11.92,7.87,0.439,48,160,165,21.6,.RING..,S0 pec (Ring A),0.009123,0.371,SP,[]
SDSSJ125846.70+242739.0,UMaDwarf,"('194.69458', '24.46083')","('158.72', '51.92')",68.2459971264,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.371,PL,[]
SDSSJ125846.70+242739.0,ABELL1656:[BDG95]+1640+0400,"('194.69458', '24.46083')","('195.45417', '27.85944')",462.61718646,542.92,7.646804379,x,x,x,x,x,-99,x,.......,x,0.000854,0.371,PL,[]
